uuid,Date,Tractor_Model,Warehouse_Location,Supplier,Demand_Units,Backorder_Qty,Production_Plan_Qty,Inflation_Rate,Market_Trend_Index,Part_SKU,Supplier_Delay_Days,Component_Failure_Rate,Inventory_Levels,Unit_Cost
49faed95-1ae4-5873-1432-68aa4ba75112,2024-01-31,TX-200,IL,Supplier C,215,19,276,4.58,0.91,ENG-01,20,0.07,0,4405
49faed95-1ae4-5873-1432-68aa4ba75112,2024-01-31,TX-200,IL,Supplier C,215,19,276,4.58,0.91,TRN-02,10,0.057,4752,2703
49faed95-1ae4-5873-1432-68aa4ba75112,2024-01-31,TX-200,IL,Supplier C,215,19,276,4.58,0.91,HYD-03,13,0.05,4471,1149
49faed95-1ae4-5873-1432-68aa4ba75112,2024-01-31,TX-200,IL,Supplier C,215,19,276,4.58,0.91,ELEC-04,14,0.044,4598,793
49faed95-1ae4-5873-1432-68aa4ba75112,2024-01-31,TX-200,IL,Supplier C,215,19,276,4.58,0.91,CHS-05,18,0.028,0,1519
aa5a2aa2-f3ea-cf80-44ff-98e0f4ef4f59,2024-01-31,TX-400,CA,Supplier A,240,13,298,4.58,0.91,ENG-01,10,0.071,7466,4318
aa5a2aa2-f3ea-cf80-44ff-98e0f4ef4f59,2024-01-31,TX-400,CA,Supplier A,240,13,298,4.58,0.91,TRN-02,8,0.031,0,2573
aa5a2aa2-f3ea-cf80-44ff-98e0f4ef4f59,2024-01-31,TX-400,CA,Supplier A,240,13,298,4.58,0.91,HYD-03,7,0.042,7063,1138
aa5a2aa2-f3ea-cf80-44ff-98e0f4ef4f59,2024-01-31,TX-400,CA,Supplier A,240,13,298,4.58,0.91,ELEC-04,15,0.058,0,778
aa5a2aa2-f3ea-cf80-44ff-98e0f4ef4f59,2024-01-31,TX-400,CA,Supplier A,240,13,298,4.58,0.91,CHS-05,9,0.027,5022,1378
f5a17aa2-75df-db7b-58c0-2e6cc04bea49,2024-01-31,TX-400,TX,Supplier B,223,15,283,4.58,0.91,ENG-01,19,0.085,5112,4552
f5a17aa2-75df-db7b-58c0-2e6cc04bea49,2024-01-31,TX-400,TX,Supplier B,223,15,283,4.58,0.91,TRN-02,15,0.03,5021,2602
f5a17aa2-75df-db7b-58c0-2e6cc04bea49,2024-01-31,TX-400,TX,Supplier B,223,15,283,4.58,0.91,HYD-03,15,0.06,0,1092
f5a17aa2-75df-db7b-58c0-2e6cc04bea49,2024-01-31,TX-400,TX,Supplier B,223,15,283,4.58,0.91,ELEC-04,8,0.067,0,803
f5a17aa2-75df-db7b-58c0-2e6cc04bea49,2024-01-31,TX-400,TX,Supplier B,223,15,283,4.58,0.91,CHS-05,18,0.02,4382,1435
bb172458-2e18-77a5-2151-c29f757b92e3,2024-02-01,TX-100,NY,Supplier A,166,17,215,4.99,0.55,ENG-01,16,0.088,3317,4178
bb172458-2e18-77a5-2151-c29f757b92e3,2024-02-01,TX-100,NY,Supplier A,166,17,215,4.99,0.55,TRN-02,18,0.052,2372,2509
bb172458-2e18-77a5-2151-c29f757b92e3,2024-02-01,TX-100,NY,Supplier A,166,17,215,4.99,0.55,HYD-03,6,0.025,4404,1074
bb172458-2e18-77a5-2151-c29f757b92e3,2024-02-01,TX-100,NY,Supplier A,166,17,215,4.99,0.55,ELEC-04,16,0.042,3844,802
bb172458-2e18-77a5-2151-c29f757b92e3,2024-02-01,TX-100,NY,Supplier A,166,17,215,4.99,0.55,CHS-05,11,0.013,0,1321
1740f4c1-674e-c369-3a2f-d7548920a3be,2024-02-01,TX-100,TX,Supplier B,193,23,253,4.99,0.55,ENG-01,21,0.085,0,4300
1740f4c1-674e-c369-3a2f-d7548920a3be,2024-02-01,TX-100,TX,Supplier B,193,23,253,4.99,0.55,TRN-02,14,0.048,1567,2679
1740f4c1-674e-c369-3a2f-d7548920a3be,2024-02-01,TX-100,TX,Supplier B,193,23,253,4.99,0.55,HYD-03,9,0.022,2341,1169
1740f4c1-674e-c369-3a2f-d7548920a3be,2024-02-01,TX-100,TX,Supplier B,193,23,253,4.99,0.55,ELEC-04,18,0.042,617,782
1740f4c1-674e-c369-3a2f-d7548920a3be,2024-02-01,TX-100,TX,Supplier B,193,23,253,4.99,0.55,CHS-05,11,0.022,2751,1419
14407c18-bcd1-42bd-ee7f-983525e07949,2024-02-01,TX-200,IL,Supplier C,225,12,281,4.99,0.55,ENG-01,11,0.056,0,4290
14407c18-bcd1-42bd-ee7f-983525e07949,2024-02-01,TX-200,IL,Supplier C,225,12,281,4.99,0.55,TRN-02,20,0.034,4520,2755
14407c18-bcd1-42bd-ee7f-983525e07949,2024-02-01,TX-200,IL,Supplier C,225,12,281,4.99,0.55,HYD-03,23,0.039,4234,1150
14407c18-bcd1-42bd-ee7f-983525e07949,2024-02-01,TX-200,IL,Supplier C,225,12,281,4.99,0.55,ELEC-04,13,0.074,4367,786
14407c18-bcd1-42bd-ee7f-983525e07949,2024-02-01,TX-200,IL,Supplier C,225,12,281,4.99,0.55,CHS-05,15,0.02,0,1465
b600bbd8-cc4b-74ee-d071-886fb880031c,2024-02-01,TX-400,CA,Supplier A,270,21,341,4.99,0.55,ENG-01,18,0.053,7178,4124
b600bbd8-cc4b-74ee-d071-886fb880031c,2024-02-01,TX-400,CA,Supplier A,270,21,341,4.99,0.55,TRN-02,9,0.035,0,2600
b600bbd8-cc4b-74ee-d071-886fb880031c,2024-02-01,TX-400,CA,Supplier A,270,21,341,4.99,0.55,HYD-03,8,0.056,6782,1117
b600bbd8-cc4b-74ee-d071-886fb880031c,2024-02-01,TX-400,CA,Supplier A,270,21,341,4.99,0.55,ELEC-04,9,0.071,0,755
b600bbd8-cc4b-74ee-d071-886fb880031c,2024-02-01,TX-400,CA,Supplier A,270,21,341,4.99,0.55,CHS-05,17,0.015,4744,1404
86c631ab-2612-6b17-f12f-f26a82a42dde,2024-02-01,TX-500,TX,Supplier B,260,23,333,4.99,0.55,ENG-01,16,0.071,7272,4374
86c631ab-2612-6b17-f12f-f26a82a42dde,2024-02-01,TX-500,TX,Supplier B,260,23,333,4.99,0.55,TRN-02,17,0.055,0,2630
86c631ab-2612-6b17-f12f-f26a82a42dde,2024-02-01,TX-500,TX,Supplier B,260,23,333,4.99,0.55,HYD-03,8,0.034,0,1141
86c631ab-2612-6b17-f12f-f26a82a42dde,2024-02-01,TX-500,TX,Supplier B,260,23,333,4.99,0.55,ELEC-04,15,0.044,0,784
86c631ab-2612-6b17-f12f-f26a82a42dde,2024-02-01,TX-500,TX,Supplier B,260,23,333,4.99,0.55,CHS-05,22,0.036,0,1424
41d451a0-b955-e458-ee6e-703a6a919927,2024-02-02,TX-100,IL,Supplier D,213,23,276,4.99,0.37,ENG-01,18,0.067,0,4341
41d451a0-b955-e458-ee6e-703a6a919927,2024-02-02,TX-100,IL,Supplier D,213,23,276,4.99,0.37,TRN-02,20,0.062,5504,2465
41d451a0-b955-e458-ee6e-703a6a919927,2024-02-02,TX-100,IL,Supplier D,213,23,276,4.99,0.37,HYD-03,22,0.023,0,1087
41d451a0-b955-e458-ee6e-703a6a919927,2024-02-02,TX-100,IL,Supplier D,213,23,276,4.99,0.37,ELEC-04,20,0.044,0,742
41d451a0-b955-e458-ee6e-703a6a919927,2024-02-02,TX-100,IL,Supplier D,213,23,276,4.99,0.37,CHS-05,11,0.04,0,1331
34d47be5-9bbf-5294-688b-6be1fd6101de,2024-02-02,TX-200,TX,Supplier C,234,14,296,4.99,0.37,ENG-01,11,0.076,4642,4715
34d47be5-9bbf-5294-688b-6be1fd6101de,2024-02-02,TX-200,TX,Supplier C,234,14,296,4.99,0.37,TRN-02,11,0.064,2473,2612
34d47be5-9bbf-5294-688b-6be1fd6101de,2024-02-02,TX-200,TX,Supplier C,234,14,296,4.99,0.37,HYD-03,19,0.023,1645,1158
34d47be5-9bbf-5294-688b-6be1fd6101de,2024-02-02,TX-200,TX,Supplier C,234,14,296,4.99,0.37,ELEC-04,22,0.062,3399,805
34d47be5-9bbf-5294-688b-6be1fd6101de,2024-02-02,TX-200,TX,Supplier C,234,14,296,4.99,0.37,CHS-05,15,0.015,2534,1467
5499f2a1-54ef-5785-c66f-ca82f0fb014c,2024-02-02,TX-300,FL,Supplier D,210,22,276,4.99,0.37,ENG-01,15,0.057,2417,4103
5499f2a1-54ef-5785-c66f-ca82f0fb014c,2024-02-02,TX-300,FL,Supplier D,210,22,276,4.99,0.37,TRN-02,13,0.062,3890,2510
5499f2a1-54ef-5785-c66f-ca82f0fb014c,2024-02-02,TX-300,FL,Supplier D,210,22,276,4.99,0.37,HYD-03,25,0.06,4354,1105
5499f2a1-54ef-5785-c66f-ca82f0fb014c,2024-02-02,TX-300,FL,Supplier D,210,22,276,4.99,0.37,ELEC-04,22,0.05,4217,772
5499f2a1-54ef-5785-c66f-ca82f0fb014c,2024-02-02,TX-300,FL,Supplier D,210,22,276,4.99,0.37,CHS-05,13,0.028,2381,1322
043453fe-daa1-3902-7d04-978980e85fde,2024-02-02,TX-300,NY,Supplier B,184,11,234,4.99,0.37,ENG-01,11,0.05,0,4410
043453fe-daa1-3902-7d04-978980e85fde,2024-02-02,TX-300,NY,Supplier B,184,11,234,4.99,0.37,TRN-02,13,0.063,2830,2621
043453fe-daa1-3902-7d04-978980e85fde,2024-02-02,TX-300,NY,Supplier B,184,11,234,4.99,0.37,HYD-03,11,0.048,3205,1137
043453fe-daa1-3902-7d04-978980e85fde,2024-02-02,TX-300,NY,Supplier B,184,11,234,4.99,0.37,ELEC-04,12,0.071,1105,791
043453fe-daa1-3902-7d04-978980e85fde,2024-02-02,TX-300,NY,Supplier B,184,11,234,4.99,0.37,CHS-05,10,0.029,0,1433
e8e9c1d8-9a43-874f-928e-61e437a46123,2024-02-02,TX-400,TX,Supplier C,219,25,287,4.99,0.37,ENG-01,19,0.079,4586,4403
e8e9c1d8-9a43-874f-928e-61e437a46123,2024-02-02,TX-400,TX,Supplier C,219,25,287,4.99,0.37,TRN-02,16,0.054,4513,2782
e8e9c1d8-9a43-874f-928e-61e437a46123,2024-02-02,TX-400,TX,Supplier C,219,25,287,4.99,0.37,HYD-03,21,0.025,0,1140
e8e9c1d8-9a43-874f-928e-61e437a46123,2024-02-02,TX-400,TX,Supplier C,219,25,287,4.99,0.37,ELEC-04,9,0.043,0,816
e8e9c1d8-9a43-874f-928e-61e437a46123,2024-02-02,TX-400,TX,Supplier C,219,25,287,4.99,0.37,CHS-05,13,0.037,3874,1480
482eaae7-823c-6314-6888-b9c1cfbf8590,2024-02-02,TX-500,TX,Supplier B,279,20,352,4.99,0.37,ENG-01,9,0.061,6974,4502
482eaae7-823c-6314-6888-b9c1cfbf8590,2024-02-02,TX-500,TX,Supplier B,279,20,352,4.99,0.37,TRN-02,11,0.039,0,2666
482eaae7-823c-6314-6888-b9c1cfbf8590,2024-02-02,TX-500,TX,Supplier B,279,20,352,4.99,0.37,HYD-03,13,0.021,0,1138
482eaae7-823c-6314-6888-b9c1cfbf8590,2024-02-02,TX-500,TX,Supplier B,279,20,352,4.99,0.37,ELEC-04,17,0.072,0,800
482eaae7-823c-6314-6888-b9c1cfbf8590,2024-02-02,TX-500,TX,Supplier B,279,20,352,4.99,0.37,CHS-05,14,0.028,0,1432
9560bce1-fa2e-ad7e-13f3-5c9746bc339c,2024-02-03,TX-100,IL,Supplier D,207,15,265,4.99,0.83,ENG-01,23,0.086,4349,4179
9560bce1-fa2e-ad7e-13f3-5c9746bc339c,2024-02-03,TX-100,IL,Supplier D,207,15,265,4.99,0.83,TRN-02,16,0.066,5282,2512
9560bce1-fa2e-ad7e-13f3-5c9746bc339c,2024-02-03,TX-100,IL,Supplier D,207,15,265,4.99,0.83,HYD-03,13,0.033,0,1106
9560bce1-fa2e-ad7e-13f3-5c9746bc339c,2024-02-03,TX-100,IL,Supplier D,207,15,265,4.99,0.83,ELEC-04,18,0.06,5381,783
9560bce1-fa2e-ad7e-13f3-5c9746bc339c,2024-02-03,TX-100,IL,Supplier D,207,15,265,4.99,0.83,CHS-05,16,0.016,0,1357
1937d8e3-60c7-2d4a-80c9-541c697c1501,2024-02-03,TX-200,CA,Supplier B,253,19,319,4.99,0.83,ENG-01,15,0.057,0,4382
1937d8e3-60c7-2d4a-80c9-541c697c1501,2024-02-03,TX-200,CA,Supplier B,253,19,319,4.99,0.83,TRN-02,21,0.03,6767,2670
1937d8e3-60c7-2d4a-80c9-541c697c1501,2024-02-03,TX-200,CA,Supplier B,253,19,319,4.99,0.83,HYD-03,12,0.045,6424,1107
1937d8e3-60c7-2d4a-80c9-541c697c1501,2024-02-03,TX-200,CA,Supplier B,253,19,319,4.99,0.83,ELEC-04,8,0.065,6317,803
1937d8e3-60c7-2d4a-80c9-541c697c1501,2024-02-03,TX-200,CA,Supplier B,253,19,319,4.99,0.83,CHS-05,22,0.016,0,1451
c6503bd7-795c-7535-5398-5c0b4a1ba4c5,2024-02-03,TX-200,TX,Supplier B,277,27,363,4.99,0.83,ENG-01,17,0.081,4348,4339
c6503bd7-795c-7535-5398-5c0b4a1ba4c5,2024-02-03,TX-200,TX,Supplier B,277,27,363,4.99,0.83,TRN-02,19,0.064,2180,2634
c6503bd7-795c-7535-5398-5c0b4a1ba4c5,2024-02-03,TX-200,TX,Supplier B,277,27,363,4.99,0.83,HYD-03,17,0.029,1358,1133
c6503bd7-795c-7535-5398-5c0b4a1ba4c5,2024-02-03,TX-200,TX,Supplier B,277,27,363,4.99,0.83,ELEC-04,15,0.054,3103,769
c6503bd7-795c-7535-5398-5c0b4a1ba4c5,2024-02-03,TX-200,TX,Supplier B,277,27,363,4.99,0.83,CHS-05,17,0.03,2247,1429
cef16f20-8322-a7ad-8f24-c1ab3953de9c,2024-02-03,TX-300,FL,Supplier A,218,9,270,4.99,0.83,ENG-01,12,0.057,2183,4261
cef16f20-8322-a7ad-8f24-c1ab3953de9c,2024-02-03,TX-300,FL,Supplier A,218,9,270,4.99,0.83,TRN-02,17,0.044,3665,2456
cef16f20-8322-a7ad-8f24-c1ab3953de9c,2024-02-03,TX-300,FL,Supplier A,218,9,270,4.99,0.83,HYD-03,6,0.022,4132,1096
cef16f20-8322-a7ad-8f24-c1ab3953de9c,2024-02-03,TX-300,FL,Supplier A,218,9,270,4.99,0.83,ELEC-04,9,0.07,3993,775
cef16f20-8322-a7ad-8f24-c1ab3953de9c,2024-02-03,TX-300,FL,Supplier A,218,9,270,4.99,0.83,CHS-05,20,0.036,2159,1375
0a2f34d2-ae11-c1bc-b2dc-1830dc2f5a85,2024-02-03,TX-300,IL,Supplier C,203,11,259,4.99,0.83,ENG-01,15,0.089,0,4613
0a2f34d2-ae11-c1bc-b2dc-1830dc2f5a85,2024-02-03,TX-300,IL,Supplier C,203,11,259,4.99,0.83,TRN-02,10,0.056,4310,2797
0a2f34d2-ae11-c1bc-b2dc-1830dc2f5a85,2024-02-03,TX-300,IL,Supplier C,203,11,259,4.99,0.83,HYD-03,19,0.028,5666,1166
0a2f34d2-ae11-c1bc-b2dc-1830dc2f5a85,2024-02-03,TX-300,IL,Supplier C,203,11,259,4.99,0.83,ELEC-04,13,0.074,0,807
0a2f34d2-ae11-c1bc-b2dc-1830dc2f5a85,2024-02-03,TX-300,IL,Supplier C,203,11,259,4.99,0.83,CHS-05,11,0.033,0,1442
768e5618-c977-9144-6207-33d1d7b18650,2024-02-03,TX-300,TX,Supplier B,215,12,271,4.99,0.83,ENG-01,14,0.069,2760,4400
768e5618-c977-9144-6207-33d1d7b18650,2024-02-03,TX-300,TX,Supplier B,215,12,271,4.99,0.83,TRN-02,10,0.046,314,2690
768e5618-c977-9144-6207-33d1d7b18650,2024-02-03,TX-300,TX,Supplier B,215,12,271,4.99,0.83,HYD-03,8,0.036,858,1130
768e5618-c977-9144-6207-33d1d7b18650,2024-02-03,TX-300,TX,Supplier B,215,12,271,4.99,0.83,ELEC-04,17,0.046,30,799
768e5618-c977-9144-6207-33d1d7b18650,2024-02-03,TX-300,TX,Supplier B,215,12,271,4.99,0.83,CHS-05,20,0.043,2212,1388
8cd0a0a0-b683-7428-b6cf-c5723e144a27,2024-02-03,TX-400,TX,Supplier B,277,25,359,4.99,0.83,ENG-01,10,0.074,4291,4517
8cd0a0a0-b683-7428-b6cf-c5723e144a27,2024-02-03,TX-400,TX,Supplier B,277,25,359,4.99,0.83,TRN-02,12,0.046,4220,2666
8cd0a0a0-b683-7428-b6cf-c5723e144a27,2024-02-03,TX-400,TX,Supplier B,277,25,359,4.99,0.83,HYD-03,11,0.026,0,1141
8cd0a0a0-b683-7428-b6cf-c5723e144a27,2024-02-03,TX-400,TX,Supplier B,277,25,359,4.99,0.83,ELEC-04,14,0.08,0,824
8cd0a0a0-b683-7428-b6cf-c5723e144a27,2024-02-03,TX-400,TX,Supplier B,277,25,359,4.99,0.83,CHS-05,22,0.035,3589,1437
8a2da058-c286-cb9f-e015-6955daccc549,2024-02-03,TX-500,NY,Supplier A,257,15,324,4.99,0.83,ENG-01,15,0.057,5050,4198
8a2da058-c286-cb9f-e015-6955daccc549,2024-02-03,TX-500,NY,Supplier A,257,15,324,4.99,0.83,TRN-02,13,0.065,0,2584
8a2da058-c286-cb9f-e015-6955daccc549,2024-02-03,TX-500,NY,Supplier A,257,15,324,4.99,0.83,HYD-03,6,0.036,220,1091
8a2da058-c286-cb9f-e015-6955daccc549,2024-02-03,TX-500,NY,Supplier A,257,15,324,4.99,0.83,ELEC-04,18,0.077,0,767
8a2da058-c286-cb9f-e015-6955daccc549,2024-02-03,TX-500,NY,Supplier A,257,15,324,4.99,0.83,CHS-05,10,0.022,0,1415
6b2e6fdf-a99d-bc6b-77c6-972572311594,2024-02-04,TX-100,CA,Supplier C,247,15,308,4.99,0.35,ENG-01,13,0.056,0,4431
6b2e6fdf-a99d-bc6b-77c6-972572311594,2024-02-04,TX-100,CA,Supplier C,247,15,308,4.99,0.35,TRN-02,17,0.042,0,2632
6b2e6fdf-a99d-bc6b-77c6-972572311594,2024-02-04,TX-100,CA,Supplier C,247,15,308,4.99,0.35,HYD-03,10,0.036,0,1136
6b2e6fdf-a99d-bc6b-77c6-972572311594,2024-02-04,TX-100,CA,Supplier C,247,15,308,4.99,0.35,ELEC-04,21,0.06,0,802
6b2e6fdf-a99d-bc6b-77c6-972572311594,2024-02-04,TX-100,CA,Supplier C,247,15,308,4.99,0.35,CHS-05,13,0.048,5031,1431
45236544-42b0-d745-95cf-86ed6a71b1c4,2024-02-04,TX-200,NY,Supplier E,207,13,261,4.99,0.35,ENG-01,13,0.062,2449,4751
45236544-42b0-d745-95cf-86ed6a71b1c4,2024-02-04,TX-200,NY,Supplier E,207,13,261,4.99,0.35,TRN-02,15,0.061,4204,2778
45236544-42b0-d745-95cf-86ed6a71b1c4,2024-02-04,TX-200,NY,Supplier E,207,13,261,4.99,0.35,HYD-03,8,0.053,3565,1168
45236544-42b0-d745-95cf-86ed6a71b1c4,2024-02-04,TX-200,NY,Supplier E,207,13,261,4.99,0.35,ELEC-04,14,0.048,0,862
45236544-42b0-d745-95cf-86ed6a71b1c4,2024-02-04,TX-200,NY,Supplier E,207,13,261,4.99,0.35,CHS-05,12,0.041,3884,1469
a4f205cf-9d89-2bf2-c6f4-12fd57958959,2024-02-04,TX-300,CA,Supplier B,260,19,338,4.99,0.35,ENG-01,17,0.08,0,4430
a4f205cf-9d89-2bf2-c6f4-12fd57958959,2024-02-04,TX-300,CA,Supplier B,260,19,338,4.99,0.35,TRN-02,14,0.062,1343,2689
a4f205cf-9d89-2bf2-c6f4-12fd57958959,2024-02-04,TX-300,CA,Supplier B,260,19,338,4.99,0.35,HYD-03,18,0.053,2467,1106
a4f205cf-9d89-2bf2-c6f4-12fd57958959,2024-02-04,TX-300,CA,Supplier B,260,19,338,4.99,0.35,ELEC-04,21,0.079,0,801
a4f205cf-9d89-2bf2-c6f4-12fd57958959,2024-02-04,TX-300,CA,Supplier B,260,19,338,4.99,0.35,CHS-05,22,0.027,1362,1399
3ef87de7-8822-299b-7dab-2a26efc73b4e,2024-02-04,TX-400,IL,Supplier B,213,13,266,4.99,0.35,ENG-01,13,0.057,2495,4315
3ef87de7-8822-299b-7dab-2a26efc73b4e,2024-02-04,TX-400,IL,Supplier B,213,13,266,4.99,0.35,TRN-02,17,0.044,0,2561
3ef87de7-8822-299b-7dab-2a26efc73b4e,2024-02-04,TX-400,IL,Supplier B,213,13,266,4.99,0.35,HYD-03,12,0.024,799,1135
3ef87de7-8822-299b-7dab-2a26efc73b4e,2024-02-04,TX-400,IL,Supplier B,213,13,266,4.99,0.35,ELEC-04,14,0.074,0,800
3ef87de7-8822-299b-7dab-2a26efc73b4e,2024-02-04,TX-400,IL,Supplier B,213,13,266,4.99,0.35,CHS-05,20,0.018,0,1409
f89c7fa5-f12b-d170-f41b-92e85fe28a1e,2024-02-05,TX-100,CA,Supplier C,239,17,303,4.99,0.68,ENG-01,20,0.087,5683,4453
f89c7fa5-f12b-d170-f41b-92e85fe28a1e,2024-02-05,TX-100,CA,Supplier C,239,17,303,4.99,0.68,TRN-02,23,0.064,0,2557
f89c7fa5-f12b-d170-f41b-92e85fe28a1e,2024-02-05,TX-100,CA,Supplier C,239,17,303,4.99,0.68,HYD-03,16,0.045,0,1125
f89c7fa5-f12b-d170-f41b-92e85fe28a1e,2024-02-05,TX-100,CA,Supplier C,239,17,303,4.99,0.68,ELEC-04,11,0.055,0,822
f89c7fa5-f12b-d170-f41b-92e85fe28a1e,2024-02-05,TX-100,CA,Supplier C,239,17,303,4.99,0.68,CHS-05,11,0.015,4784,1447
7c02517a-de19-e5ae-a003-46583f4abb64,2024-02-05,TX-100,IL,Supplier B,200,16,256,4.99,0.68,ENG-01,21,0.052,3903,4247
7c02517a-de19-e5ae-a003-46583f4abb64,2024-02-05,TX-100,IL,Supplier B,200,16,256,4.99,0.68,TRN-02,14,0.067,4841,2588
7c02517a-de19-e5ae-a003-46583f4abb64,2024-02-05,TX-100,IL,Supplier B,200,16,256,4.99,0.68,HYD-03,15,0.055,0,1106
7c02517a-de19-e5ae-a003-46583f4abb64,2024-02-05,TX-100,IL,Supplier B,200,16,256,4.99,0.68,ELEC-04,10,0.047,5173,783
7c02517a-de19-e5ae-a003-46583f4abb64,2024-02-05,TX-100,IL,Supplier B,200,16,256,4.99,0.68,CHS-05,22,0.024,0,1433
deeb1b66-0f03-425a-a610-7e38d18097c4,2024-02-05,TX-300,CA,Supplier B,221,12,279,4.99,0.68,ENG-01,19,0.072,1704,4211
deeb1b66-0f03-425a-a610-7e38d18097c4,2024-02-05,TX-300,CA,Supplier B,221,12,279,4.99,0.68,TRN-02,19,0.058,1116,2699
deeb1b66-0f03-425a-a610-7e38d18097c4,2024-02-05,TX-300,CA,Supplier B,221,12,279,4.99,0.68,HYD-03,15,0.035,2240,1058
deeb1b66-0f03-425a-a610-7e38d18097c4,2024-02-05,TX-300,CA,Supplier B,221,12,279,4.99,0.68,ELEC-04,18,0.045,1921,786
deeb1b66-0f03-425a-a610-7e38d18097c4,2024-02-05,TX-300,CA,Supplier B,221,12,279,4.99,0.68,CHS-05,22,0.043,1136,1374
f1942805-68fd-e438-c521-8ac1dd81b607,2024-02-05,TX-400,FL,Supplier A,242,13,297,4.99,0.68,ENG-01,9,0.051,0,3978
f1942805-68fd-e438-c521-8ac1dd81b607,2024-02-05,TX-400,FL,Supplier A,242,13,297,4.99,0.68,TRN-02,10,0.051,0,2522
f1942805-68fd-e438-c521-8ac1dd81b607,2024-02-05,TX-400,FL,Supplier A,242,13,297,4.99,0.68,HYD-03,11,0.02,0,1098
f1942805-68fd-e438-c521-8ac1dd81b607,2024-02-05,TX-400,FL,Supplier A,242,13,297,4.99,0.68,ELEC-04,15,0.05,5979,788
f1942805-68fd-e438-c521-8ac1dd81b607,2024-02-05,TX-400,FL,Supplier A,242,13,297,4.99,0.68,CHS-05,11,0.023,6184,1388
881d31fc-b1da-934c-3a81-8a56573e9478,2024-02-05,TX-400,NY,Supplier B,228,14,283,4.99,0.68,ENG-01,18,0.052,3598,4205
881d31fc-b1da-934c-3a81-8a56573e9478,2024-02-05,TX-400,NY,Supplier B,228,14,283,4.99,0.68,TRN-02,8,0.034,1928,2651
881d31fc-b1da-934c-3a81-8a56573e9478,2024-02-05,TX-400,NY,Supplier B,228,14,283,4.99,0.68,HYD-03,22,0.032,546,1135
881d31fc-b1da-934c-3a81-8a56573e9478,2024-02-05,TX-400,NY,Supplier B,228,14,283,4.99,0.68,ELEC-04,20,0.043,4103,840
881d31fc-b1da-934c-3a81-8a56573e9478,2024-02-05,TX-400,NY,Supplier B,228,14,283,4.99,0.68,CHS-05,11,0.022,2647,1435
ef431e97-02ae-0340-15df-b096b441e77c,2024-02-06,TX-200,FL,Supplier C,257,17,322,4.99,0.23,ENG-01,11,0.056,6462,4381
ef431e97-02ae-0340-15df-b096b441e77c,2024-02-06,TX-200,FL,Supplier C,257,17,322,4.99,0.23,TRN-02,18,0.049,4932,2621
ef431e97-02ae-0340-15df-b096b441e77c,2024-02-06,TX-200,FL,Supplier C,257,17,322,4.99,0.23,HYD-03,14,0.04,0,1183
ef431e97-02ae-0340-15df-b096b441e77c,2024-02-06,TX-200,FL,Supplier C,257,17,322,4.99,0.23,ELEC-04,17,0.053,0,818
ef431e97-02ae-0340-15df-b096b441e77c,2024-02-06,TX-200,FL,Supplier C,257,17,322,4.99,0.23,CHS-05,19,0.017,5628,1469
a44531f9-88b3-5aa9-7318-ceaab265d09f,2024-02-06,TX-200,NY,Supplier C,210,15,262,4.99,0.23,ENG-01,17,0.052,2362,4578
a44531f9-88b3-5aa9-7318-ceaab265d09f,2024-02-06,TX-200,NY,Supplier C,210,15,262,4.99,0.23,TRN-02,23,0.042,3792,2667
a44531f9-88b3-5aa9-7318-ceaab265d09f,2024-02-06,TX-200,NY,Supplier C,210,15,262,4.99,0.23,HYD-03,19,0.02,3165,1170
a44531f9-88b3-5aa9-7318-ceaab265d09f,2024-02-06,TX-200,NY,Supplier C,210,15,262,4.99,0.23,ELEC-04,20,0.045,0,812
a44531f9-88b3-5aa9-7318-ceaab265d09f,2024-02-06,TX-200,NY,Supplier C,210,15,262,4.99,0.23,CHS-05,17,0.023,3488,1461
b6b88fcc-f164-cd1a-e31e-a126ac4e9292,2024-02-06,TX-300,IL,Supplier E,205,8,256,4.99,0.23,ENG-01,2,0.063,0,4670
b6b88fcc-f164-cd1a-e31e-a126ac4e9292,2024-02-06,TX-300,IL,Supplier E,205,8,256,4.99,0.23,TRN-02,9,0.065,3668,2779
b6b88fcc-f164-cd1a-e31e-a126ac4e9292,2024-02-06,TX-300,IL,Supplier E,205,8,256,4.99,0.23,HYD-03,6,0.059,5016,1228
b6b88fcc-f164-cd1a-e31e-a126ac4e9292,2024-02-06,TX-300,IL,Supplier E,205,8,256,4.99,0.23,ELEC-04,13,0.048,0,859
b6b88fcc-f164-cd1a-e31e-a126ac4e9292,2024-02-06,TX-300,IL,Supplier E,205,8,256,4.99,0.23,CHS-05,11,0.038,5140,1466
ecba1040-75e7-3b3d-820c-2b3f3aaccbbc,2024-02-06,TX-300,NY,Supplier A,202,13,257,4.99,0.23,ENG-01,15,0.078,462,4139
ecba1040-75e7-3b3d-820c-2b3f3aaccbbc,2024-02-06,TX-300,NY,Supplier A,202,13,257,4.99,0.23,TRN-02,10,0.041,1991,2571
ecba1040-75e7-3b3d-820c-2b3f3aaccbbc,2024-02-06,TX-300,NY,Supplier A,202,13,257,4.99,0.23,HYD-03,11,0.045,2375,1116
ecba1040-75e7-3b3d-820c-2b3f3aaccbbc,2024-02-06,TX-300,NY,Supplier A,202,13,257,4.99,0.23,ELEC-04,12,0.058,257,741
