uuid,Part_SKU,Supplier_Delay_Days,Component_Failure_Rate,Inventory_Levels,Unit_Cost
32dd8ca5-0eab-c9d3-5795-8b12bc0fb230,HYD-03,14,0.022,0,1086
32dd8ca5-0eab-c9d3-5795-8b12bc0fb230,ELEC-04,20,0.046,774,754
32dd8ca5-0eab-c9d3-5795-8b12bc0fb230,CHS-05,17,0.02,0,1348
595df53d-580e-54c0-360c-6c02dbcf0788,ENG-01,19,0.075,675,4337
595df53d-580e-54c0-360c-6c02dbcf0788,TRN-02,22,0.055,674,2889
595df53d-580e-54c0-360c-6c02dbcf0788,HYD-03,20,0.055,279,1111
595df53d-580e-54c0-360c-6c02dbcf0788,ELEC-04,9,0.053,0,863
595df53d-580e-54c0-360c-6c02dbcf0788,CHS-05,11,0.047,1538,1441
72744818-ca44-a87b-b8e1-a8352b3c3d6f,ENG-01,13,0.051,0,4361
72744818-ca44-a87b-b8e1-a8352b3c3d6f,TRN-02,6,0.066,0,2617
72744818-ca44-a87b-b8e1-a8352b3c3d6f,HYD-03,14,0.052,1891,1076
72744818-ca44-a87b-b8e1-a8352b3c3d6f,ELEC-04,12,0.042,0,781
72744818-ca44-a87b-b8e1-a8352b3c3d6f,CHS-05,14,0.031,0,1387
53b0cd39-767f-6fdf-c767-03042c0214e9,ENG-01,16,0.052,1463,4084
53b0cd39-767f-6fdf-c767-03042c0214e9,TRN-02,19,0.057,710,2740
53b0cd39-767f-6fdf-c767-03042c0214e9,HYD-03,25,0.04,1306,1074
53b0cd39-767f-6fdf-c767-03042c0214e9,ELEC-04,21,0.064,2664,788
53b0cd39-767f-6fdf-c767-03042c0214e9,CHS-05,24,0.039,1547,1307
914f6fde-b7fa-0ad1-893e-12d31f7dcd18,ENG-01,7,0.087,2243,4210
914f6fde-b7fa-0ad1-893e-12d31f7dcd18,TRN-02,19,0.039,0,2780
914f6fde-b7fa-0ad1-893e-12d31f7dcd18,HYD-03,11,0.037,919,1112
914f6fde-b7fa-0ad1-893e-12d31f7dcd18,ELEC-04,9,0.059,0,839
914f6fde-b7fa-0ad1-893e-12d31f7dcd18,CHS-05,12,0.036,151,1435
3bbd8261-23c5-3cf5-2bfe-17e05d3c0423,ENG-01,24,0.066,0,4391
3bbd8261-23c5-3cf5-2bfe-17e05d3c0423,TRN-02,13,0.063,1395,2671
3bbd8261-23c5-3cf5-2bfe-17e05d3c0423,HYD-03,21,0.021,1289,1056
3bbd8261-23c5-3cf5-2bfe-17e05d3c0423,ELEC-04,18,0.051,0,789
3bbd8261-23c5-3cf5-2bfe-17e05d3c0423,CHS-05,16,0.03,2319,1378
4a33980a-8d81-b17a-48d8-4df593594982,ENG-01,9,0.064,1806,4097
4a33980a-8d81-b17a-48d8-4df593594982,TRN-02,8,0.031,32,2893
4a33980a-8d81-b17a-48d8-4df593594982,HYD-03,10,0.035,1787,1145
4a33980a-8d81-b17a-48d8-4df593594982,ELEC-04,19,0.062,1049,833
4a33980a-8d81-b17a-48d8-4df593594982,CHS-05,14,0.03,924,1456
7ceab0d2-c828-3961-f04c-f2d0f62bc8a2,ENG-01,4,0.078,2444,4447
7ceab0d2-c828-3961-f04c-f2d0f62bc8a2,TRN-02,13,0.059,1900,2973
7ceab0d2-c828-3961-f04c-f2d0f62bc8a2,HYD-03,4,0.023,2393,1184
7ceab0d2-c828-3961-f04c-f2d0f62bc8a2,ELEC-04,5,0.051,226,855
7ceab0d2-c828-3961-f04c-f2d0f62bc8a2,CHS-05,11,0.02,3970,1501
8fb65b8f-d106-fb4a-4a17-7235ff9b66fc,ENG-01,10,0.071,1592,4261
8fb65b8f-d106-fb4a-4a17-7235ff9b66fc,TRN-02,20,0.069,1208,2645
8fb65b8f-d106-fb4a-4a17-7235ff9b66fc,HYD-03,8,0.036,0,1094
8fb65b8f-d106-fb4a-4a17-7235ff9b66fc,ELEC-04,8,0.068,0,794
8fb65b8f-d106-fb4a-4a17-7235ff9b66fc,CHS-05,11,0.043,2395,1400
2e7ff1b7-81c4-b193-4c8b-7d9ebe7e273d,ENG-01,8,0.09,423,4349
2e7ff1b7-81c4-b193-4c8b-7d9ebe7e273d,TRN-02,8,0.047,1460,2681
2e7ff1b7-81c4-b193-4c8b-7d9ebe7e273d,HYD-03,22,0.041,2300,1107
2e7ff1b7-81c4-b193-4c8b-7d9ebe7e273d,ELEC-04,15,0.062,2499,815
2e7ff1b7-81c4-b193-4c8b-7d9ebe7e273d,CHS-05,14,0.031,0,1400
78658f1d-6c5a-a281-8119-ed79bfca0781,ENG-01,11,0.06,0,4223
78658f1d-6c5a-a281-8119-ed79bfca0781,TRN-02,12,0.059,0,2857
78658f1d-6c5a-a281-8119-ed79bfca0781,HYD-03,22,0.037,764,1108
78658f1d-6c5a-a281-8119-ed79bfca0781,ELEC-04,19,0.049,0,867
78658f1d-6c5a-a281-8119-ed79bfca0781,CHS-05,9,0.024,581,1425
8ca60d18-fe2f-8ba6-88d4-89d7479796a9,ENG-01,9,0.068,0,4287
8ca60d18-fe2f-8ba6-88d4-89d7479796a9,TRN-02,19,0.035,0,2700
8ca60d18-fe2f-8ba6-88d4-89d7479796a9,HYD-03,11,0.042,1025,1058
8ca60d18-fe2f-8ba6-88d4-89d7479796a9,ELEC-04,14,0.068,546,768
8ca60d18-fe2f-8ba6-88d4-89d7479796a9,CHS-05,11,0.048,1189,1370
36669361-a35b-a320-17ec-b2621c1332bb,ENG-01,19,0.061,0,4242
36669361-a35b-a320-17ec-b2621c1332bb,TRN-02,9,0.06,0,2775
36669361-a35b-a320-17ec-b2621c1332bb,HYD-03,8,0.054,0,1088
36669361-a35b-a320-17ec-b2621c1332bb,ELEC-04,13,0.073,1179,833
36669361-a35b-a320-17ec-b2621c1332bb,CHS-05,7,0.026,881,1410
5991a773-034f-c4d4-46eb-4fb12369560c,ENG-01,13,0.088,0,4172
5991a773-034f-c4d4-46eb-4fb12369560c,TRN-02,18,0.053,0,2610
5991a773-034f-c4d4-46eb-4fb12369560c,HYD-03,18,0.044,107,1060
5991a773-034f-c4d4-46eb-4fb12369560c,ELEC-04,13,0.047,1535,776
5991a773-034f-c4d4-46eb-4fb12369560c,CHS-05,11,0.024,0,1334
841d97a8-ea6c-499e-1038-3886619a8226,ENG-01,21,0.089,1869,3996
841d97a8-ea6c-499e-1038-3886619a8226,TRN-02,20,0.063,314,2718
841d97a8-ea6c-499e-1038-3886619a8226,HYD-03,24,0.021,1308,1033
841d97a8-ea6c-499e-1038-3886619a8226,ELEC-04,15,0.054,1506,777
841d97a8-ea6c-499e-1038-3886619a8226,CHS-05,21,0.047,1588,1405
433548d5-ab9f-c302-6570-ab49ccc6739c,ENG-01,14,0.058,1482,4255
433548d5-ab9f-c302-6570-ab49ccc6739c,TRN-02,21,0.046,1860,2762
433548d5-ab9f-c302-6570-ab49ccc6739c,HYD-03,18,0.046,0,1124
433548d5-ab9f-c302-6570-ab49ccc6739c,ELEC-04,14,0.049,743,827
433548d5-ab9f-c302-6570-ab49ccc6739c,CHS-05,11,0.046,1272,1451
848ce68d-2f7c-d6ff-c774-b4f723428a68,ENG-01,15,0.088,2531,4213
848ce68d-2f7c-d6ff-c774-b4f723428a68,TRN-02,15,0.039,0,2560
848ce68d-2f7c-d6ff-c774-b4f723428a68,HYD-03,17,0.039,0,1095
848ce68d-2f7c-d6ff-c774-b4f723428a68,ELEC-04,18,0.07,78,746
848ce68d-2f7c-d6ff-c774-b4f723428a68,CHS-05,23,0.047,0,1412
64393994-5347-e414-8f6b-cc4e961cc757,ENG-01,6,0.086,1712,4290
64393994-5347-e414-8f6b-cc4e961cc757,TRN-02,14,0.065,0,2533
64393994-5347-e414-8f6b-cc4e961cc757,HYD-03,10,0.037,19,1084
64393994-5347-e414-8f6b-cc4e961cc757,ELEC-04,13,0.057,0,809
64393994-5347-e414-8f6b-cc4e961cc757,CHS-05,11,0.035,1241,1376
2339351f-7f44-91a3-24ee-db068a8e05e2,ENG-01,8,0.061,0,4440
2339351f-7f44-91a3-24ee-db068a8e05e2,TRN-02,13,0.061,2030,2783
2339351f-7f44-91a3-24ee-db068a8e05e2,HYD-03,20,0.024,0,1103
2339351f-7f44-91a3-24ee-db068a8e05e2,ELEC-04,14,0.051,2277,806
2339351f-7f44-91a3-24ee-db068a8e05e2,CHS-05,21,0.037,0,1393
41ad3891-a6fe-8f97-e2c3-5d490fae9590,ENG-01,20,0.059,0,4264
41ad3891-a6fe-8f97-e2c3-5d490fae9590,TRN-02,17,0.055,0,2823
41ad3891-a6fe-8f97-e2c3-5d490fae9590,HYD-03,10,0.032,0,1122
41ad3891-a6fe-8f97-e2c3-5d490fae9590,ELEC-04,16,0.06,542,810
41ad3891-a6fe-8f97-e2c3-5d490fae9590,CHS-05,12,0.021,0,1390
2b4db414-ea8c-9113-75ec-84215b9c262f,ENG-01,17,0.063,0,4230
2b4db414-ea8c-9113-75ec-84215b9c262f,TRN-02,9,0.046,0,2588
2b4db414-ea8c-9113-75ec-84215b9c262f,HYD-03,19,0.032,0,1102
2b4db414-ea8c-9113-75ec-84215b9c262f,ELEC-04,20,0.067,0,778
2b4db414-ea8c-9113-75ec-84215b9c262f,CHS-05,17,0.048,0,1391
fbad51f3-cdeb-3d79-4bc5-8771a43b227d,ENG-01,19,0.052,452,4572
fbad51f3-cdeb-3d79-4bc5-8771a43b227d,TRN-02,21,0.049,2349,2889
fbad51f3-cdeb-3d79-4bc5-8771a43b227d,HYD-03,12,0.04,765,1150
fbad51f3-cdeb-3d79-4bc5-8771a43b227d,ELEC-04,13,0.072,559,821
fbad51f3-cdeb-3d79-4bc5-8771a43b227d,CHS-05,23,0.039,3035,1436
cb8aa720-7c68-7598-58b0-c23390b61204,ENG-01,11,0.06,0,4190
cb8aa720-7c68-7598-58b0-c23390b61204,TRN-02,18,0.043,0,2567
cb8aa720-7c68-7598-58b0-c23390b61204,HYD-03,11,0.056,859,1009
cb8aa720-7c68-7598-58b0-c23390b61204,ELEC-04,21,0.069,0,748
cb8aa720-7c68-7598-58b0-c23390b61204,CHS-05,11,0.044,503,1363
911fe111-9705-7a46-9d31-5587efcbda76,ENG-01,8,0.086,0,4537
911fe111-9705-7a46-9d31-5587efcbda76,TRN-02,10,0.035,0,2914
911fe111-9705-7a46-9d31-5587efcbda76,HYD-03,5,0.056,0,1207
911fe111-9705-7a46-9d31-5587efcbda76,ELEC-04,13,0.061,0,848
911fe111-9705-7a46-9d31-5587efcbda76,CHS-05,3,0.016,0,1479
574c00ab-9b36-cc29-3ea2-1a1965bf339c,ENG-01,11,0.065,1099,4335
574c00ab-9b36-cc29-3ea2-1a1965bf339c,TRN-02,7,0.05,614,2669
574c00ab-9b36-cc29-3ea2-1a1965bf339c,HYD-03,20,0.051,0,1073
574c00ab-9b36-cc29-3ea2-1a1965bf339c,ELEC-04,14,0.074,0,782
574c00ab-9b36-cc29-3ea2-1a1965bf339c,CHS-05,19,0.013,0,1369
2b1d215d-3646-360b-5931-44c74fbfcb09,ENG-01,6,0.079,1024,4106
2b1d215d-3646-360b-5931-44c74fbfcb09,TRN-02,8,0.056,733,2745
2b1d215d-3646-360b-5931-44c74fbfcb09,HYD-03,13,0.042,1841,1116
2b1d215d-3646-360b-5931-44c74fbfcb09,ELEC-04,20,0.077,0,827
2b1d215d-3646-360b-5931-44c74fbfcb09,CHS-05,8,0.027,281,1381
5c34ba1c-d197-d2a9-74fb-e9aac7f7d2d3,ENG-01,21,0.065,0,4319
5c34ba1c-d197-d2a9-74fb-e9aac7f7d2d3,TRN-02,22,0.07,1429,2879
5c34ba1c-d197-d2a9-74fb-e9aac7f7d2d3,HYD-03,9,0.049,295,1136
5c34ba1c-d197-d2a9-74fb-e9aac7f7d2d3,ELEC-04,18,0.074,1992,835
5c34ba1c-d197-d2a9-74fb-e9aac7f7d2d3,CHS-05,20,0.013,731,1484
e74c6c51-5118-d273-809e-0af18f6a137d,ENG-01,13,0.089,827,4224
e74c6c51-5118-d273-809e-0af18f6a137d,TRN-02,14,0.058,0,2923
e74c6c51-5118-d273-809e-0af18f6a137d,HYD-03,9,0.021,66,1076
e74c6c51-5118-d273-809e-0af18f6a137d,ELEC-04,18,0.041,1839,858
e74c6c51-5118-d273-809e-0af18f6a137d,CHS-05,8,0.033,1533,1425
77666a81-5e71-e0bb-0952-508ddc28798a,ENG-01,13,0.062,653,4014
77666a81-5e71-e0bb-0952-508ddc28798a,TRN-02,13,0.059,1569,2732
77666a81-5e71-e0bb-0952-508ddc28798a,HYD-03,22,0.033,807,1069
77666a81-5e71-e0bb-0952-508ddc28798a,ELEC-04,17,0.079,0,811
77666a81-5e71-e0bb-0952-508ddc28798a,CHS-05,24,0.014,0,1357
74298488-8714-5012-b274-24d9cacb0b3e,ENG-01,13,0.066,542,4094
74298488-8714-5012-b274-24d9cacb0b3e,TRN-02,16,0.05,0,2697
74298488-8714-5012-b274-24d9cacb0b3e,HYD-03,14,0.027,0,1090
74298488-8714-5012-b274-24d9cacb0b3e,ELEC-04,16,0.076,0,761
74298488-8714-5012-b274-24d9cacb0b3e,CHS-05,20,0.024,0,1283
fa5c07a1-2259-7044-8613-843feb35d04b,ENG-01,10,0.05,86,4662
fa5c07a1-2259-7044-8613-843feb35d04b,TRN-02,5,0.06,809,2822
fa5c07a1-2259-7044-8613-843feb35d04b,HYD-03,13,0.056,1146,1128
fa5c07a1-2259-7044-8613-843feb35d04b,ELEC-04,15,0.049,0,828
fa5c07a1-2259-7044-8613-843feb35d04b,CHS-05,15,0.013,955,1477
625ffb67-c870-f8b7-d708-1b9ab9be6246,ENG-01,19,0.064,0,4021
625ffb67-c870-f8b7-d708-1b9ab9be6246,TRN-02,8,0.061,57,2804
625ffb67-c870-f8b7-d708-1b9ab9be6246,HYD-03,12,0.051,0,1092
625ffb67-c870-f8b7-d708-1b9ab9be6246,ELEC-04,16,0.06,0,842
625ffb67-c870-f8b7-d708-1b9ab9be6246,CHS-05,17,0.016,204,1375
bf3e4d57-bd0b-92d9-41ab-c9b6ce242fe5,ENG-01,14,0.055,0,4520
bf3e4d57-bd0b-92d9-41ab-c9b6ce242fe5,TRN-02,21,0.064,0,2618
bf3e4d57-bd0b-92d9-41ab-c9b6ce242fe5,HYD-03,23,0.054,0,1162
bf3e4d57-bd0b-92d9-41ab-c9b6ce242fe5,ELEC-04,13,0.044,0,825
bf3e4d57-bd0b-92d9-41ab-c9b6ce242fe5,CHS-05,21,0.049,0,1449
0927412f-7871-ead2-ff0c-19acf0ea0762,ENG-01,15,0.074,0,4359
0927412f-7871-ead2-ff0c-19acf0ea0762,TRN-02,12,0.05,0,2542
0927412f-7871-ead2-ff0c-19acf0ea0762,HYD-03,15,0.035,0,1126
0927412f-7871-ead2-ff0c-19acf0ea0762,ELEC-04,20,0.044,1573,766
0927412f-7871-ead2-ff0c-19acf0ea0762,CHS-05,10,0.02,0,1351
327571ca-5231-2770-0246-9b0a80632f00,ENG-01,2,0.063,0,4554
327571ca-5231-2770-0246-9b0a80632f00,TRN-02,6,0.032,692,2985
327571ca-5231-2770-0246-9b0a80632f00,HYD-03,9,0.059,515,1170
327571ca-5231-2770-0246-9b0a80632f00,ELEC-04,14,0.045,0,857
327571ca-5231-2770-0246-9b0a80632f00,CHS-05,2,0.036,1928,1478
fdf5ad8f-4a65-a828-c06d-47cdcf500ae5,ENG-01,10,0.063,0,4645
fdf5ad8f-4a65-a828-c06d-47cdcf500ae5,TRN-02,3,0.047,2935,2771
fdf5ad8f-4a65-a828-c06d-47cdcf500ae5,HYD-03,15,0.028,26,1185
fdf5ad8f-4a65-a828-c06d-47cdcf500ae5,ELEC-04,3,0.05,0,810
fdf5ad8f-4a65-a828-c06d-47cdcf500ae5,CHS-05,5,0.021,400,1483
2ada2738-acaa-419b-da93-6142548dec37,ENG-01,14,0.07,1079,4001
2ada2738-acaa-419b-da93-6142548dec37,TRN-02,23,0.045,0,2813
2ada2738-acaa-419b-da93-6142548dec37,HYD-03,15,0.057,1600,1020
2ada2738-acaa-419b-da93-6142548dec37,ELEC-04,25,0.064,1292,805
2ada2738-acaa-419b-da93-6142548dec37,CHS-05,22,0.032,1010,1388
7c661fc1-b61f-02c8-0201-75dce2d312ea,ENG-01,15,0.078,0,4500
7c661fc1-b61f-02c8-0201-75dce2d312ea,TRN-02,2,0.039,1105,2842
7c661fc1-b61f-02c8-0201-75dce2d312ea,HYD-03,6,0.025,0,1161
7c661fc1-b61f-02c8-0201-75dce2d312ea,ELEC-04,16,0.049,0,805
7c661fc1-b61f-02c8-0201-75dce2d312ea,CHS-05,4,0.017,0,1496
0953fe74-5329-afe1-e5a4-42a208c01f8a,ENG-01,25,0.058,369,4028
0953fe74-5329-afe1-e5a4-42a208c01f8a,TRN-02,22,0.047,0,2729
0953fe74-5329-afe1-e5a4-42a208c01f8a,HYD-03,19,0.022,1247,1053
0953fe74-5329-afe1-e5a4-42a208c01f8a,ELEC-04,14,0.064,485,795
0953fe74-5329-afe1-e5a4-42a208c01f8a,CHS-05,24,0.035,1694,1314
7b2a68be-be56-ac3b-b5c2-8c30e763fbbe,ENG-01,8,0.072,0,4202
7b2a68be-be56-ac3b-b5c2-8c30e763fbbe,TRN-02,9,0.046,0,2750
7b2a68be-be56-ac3b-b5c2-8c30e763fbbe,HYD-03,14,0.044,0,1101
7b2a68be-be56-ac3b-b5c2-8c30e763fbbe,ELEC-04,19,0.058,0,805
7b2a68be-be56-ac3b-b5c2-8c30e763fbbe,CHS-05,10,0.024,1171,1426
b26dae49-c58f-405f-db26-df5e000de549,ENG-01,7,0.053,440,4167
b26dae49-c58f-405f-db26-df5e000de549,TRN-02,13,0.052,0,2666
b26dae49-c58f-405f-db26-df5e000de549,HYD-03,14,0.043,1366,1078
b26dae49-c58f-405f-db26-df5e000de549,ELEC-04,19,0.052,1026,806
b26dae49-c58f-405f-db26-df5e000de549,CHS-05,19,0.019,0,1393
4d7ee3bf-a1e1-6b11-fbf1-364fb701ec32,ENG-01,13,0.082,0,4304
4d7ee3bf-a1e1-6b11-fbf1-364fb701ec32,TRN-02,22,0.052,0,2558
4d7ee3bf-a1e1-6b11-fbf1-364fb701ec32,HYD-03,13,0.052,0,1061
4d7ee3bf-a1e1-6b11-fbf1-364fb701ec32,ELEC-04,25,0.045,0,768
4d7ee3bf-a1e1-6b11-fbf1-364fb701ec32,CHS-05,24,0.043,0,1395
12c07b1c-5431-541f-ed9c-f680caf67389,ENG-01,14,0.056,690,4046
12c07b1c-5431-541f-ed9c-f680caf67389,TRN-02,12,0.048,0,2841
12c07b1c-5431-541f-ed9c-f680caf67389,HYD-03,16,0.028,0,1086
12c07b1c-5431-541f-ed9c-f680caf67389,ELEC-04,6,0.041,1202,861
12c07b1c-5431-541f-ed9c-f680caf67389,CHS-05,16,0.039,1443,1365
257a29a9-da50-ef66-f862-51636ad6b3eb,ENG-01,16,0.064,1774,4346
257a29a9-da50-ef66-f862-51636ad6b3eb,TRN-02,22,0.04,0,2736
257a29a9-da50-ef66-f862-51636ad6b3eb,HYD-03,20,0.055,0,1099
257a29a9-da50-ef66-f862-51636ad6b3eb,ELEC-04,19,0.077,1219,802
257a29a9-da50-ef66-f862-51636ad6b3eb,CHS-05,22,0.013,0,1388
442d60eb-b154-857f-c26b-f18b18fdd466,ENG-01,8,0.068,508,4232
442d60eb-b154-857f-c26b-f18b18fdd466,TRN-02,6,0.058,333,2596
442d60eb-b154-857f-c26b-f18b18fdd466,HYD-03,16,0.04,0,1080
442d60eb-b154-857f-c26b-f18b18fdd466,ELEC-04,18,0.053,0,778
442d60eb-b154-857f-c26b-f18b18fdd466,CHS-05,9,0.029,0,1407
a67e897c-adf4-8078-9873-b7f1fa17e5da,ENG-01,17,0.078,1032,4012
a67e897c-adf4-8078-9873-b7f1fa17e5da,TRN-02,7,0.037,157,2818
a67e897c-adf4-8078-9873-b7f1fa17e5da,HYD-03,9,0.052,0,1090
a67e897c-adf4-8078-9873-b7f1fa17e5da,ELEC-04,7,0.046,283,825
a67e897c-adf4-8078-9873-b7f1fa17e5da,CHS-05,10,0.039,313,1345
a3898bf8-b604-e310-f0fd-6ee582353eb7,ENG-01,9,0.058,1627,4422
a3898bf8-b604-e310-f0fd-6ee582353eb7,TRN-02,20,0.05,572,2974
a3898bf8-b604-e310-f0fd-6ee582353eb7,HYD-03,21,0.046,63,1173
a3898bf8-b604-e310-f0fd-6ee582353eb7,ELEC-04,14,0.062,0,834
a3898bf8-b604-e310-f0fd-6ee582353eb7,CHS-05,19,0.033,0,1429
ecffb46e-f8de-402b-2b10-4d84a546467e,ENG-01,21,0.089,1769,4415
ecffb46e-f8de-402b-2b10-4d84a546467e,TRN-02,13,0.034,1713,2899
ecffb46e-f8de-402b-2b10-4d84a546467e,HYD-03,16,0.046,380,1130
ecffb46e-f8de-402b-2b10-4d84a546467e,ELEC-04,22,0.07,0,825
ecffb46e-f8de-402b-2b10-4d84a546467e,CHS-05,18,0.019,1979,1452
618d968a-7af1-3553-87a5-af1f8f0d21c1,ENG-01,11,0.054,3226,4167
618d968a-7af1-3553-87a5-af1f8f0d21c1,TRN-02,19,0.041,3951,2730
618d968a-7af1-3553-87a5-af1f8f0d21c1,HYD-03,10,0.048,1965,1083
618d968a-7af1-3553-87a5-af1f8f0d21c1,ELEC-04,19,0.069,468,777
618d968a-7af1-3553-87a5-af1f8f0d21c1,CHS-05,16,0.035,658,1337
386dfd4f-fd05-547e-9e22-976e8c9416f9,ENG-01,23,0.083,0,4396
386dfd4f-fd05-547e-9e22-976e8c9416f9,TRN-02,9,0.057,0,2994
386dfd4f-fd05-547e-9e22-976e8c9416f9,HYD-03,18,0.022,760,1179
386dfd4f-fd05-547e-9e22-976e8c9416f9,ELEC-04,11,0.046,101,841
386dfd4f-fd05-547e-9e22-976e8c9416f9,CHS-05,20,0.011,2737,1443
172a37bf-add1-47b9-f1dc-b1fedfa8f475,ENG-01,13,0.056,0,4162
172a37bf-add1-47b9-f1dc-b1fedfa8f475,TRN-02,17,0.044,0,2727
172a37bf-add1-47b9-f1dc-b1fedfa8f475,HYD-03,24,0.037,0,1040
172a37bf-add1-47b9-f1dc-b1fedfa8f475,ELEC-04,17,0.041,0,778
172a37bf-add1-47b9-f1dc-b1fedfa8f475,CHS-05,18,0.019,0,1350
559986a7-4957-5901-4224-df24082b7309,ENG-01,17,0.078,0,4373
559986a7-4957-5901-4224-df24082b7309,TRN-02,12,0.04,0,2549
559986a7-4957-5901-4224-df24082b7309,HYD-03,18,0.028,948,1066
559986a7-4957-5901-4224-df24082b7309,ELEC-04,20,0.047,1359,779
559986a7-4957-5901-4224-df24082b7309,CHS-05,16,0.017,0,1375
a1ba55e2-ab08-c6bc-574b-baff57c33063,ENG-01,15,0.074,887,4407
a1ba55e2-ab08-c6bc-574b-baff57c33063,TRN-02,3,0.04,361,2964
a1ba55e2-ab08-c6bc-574b-baff57c33063,HYD-03,14,0.049,0,1201
a1ba55e2-ab08-c6bc-574b-baff57c33063,ELEC-04,14,0.041,733,893
a1ba55e2-ab08-c6bc-574b-baff57c33063,CHS-05,11,0.014,327,1562
6c139a82-7f90-ae0d-323a-e8ebddd8b967,ENG-01,16,0.079,276,4297
6c139a82-7f90-ae0d-323a-e8ebddd8b967,TRN-02,20,0.066,820,2715
6c139a82-7f90-ae0d-323a-e8ebddd8b967,HYD-03,17,0.058,0,1068
6c139a82-7f90-ae0d-323a-e8ebddd8b967,ELEC-04,16,0.069,499,805
6c139a82-7f90-ae0d-323a-e8ebddd8b967,CHS-05,17,0.01,2657,1384
598930a0-f23b-79d3-47c6-fcee5dd3f047,ENG-01,15,0.085,1484,4146
598930a0-f23b-79d3-47c6-fcee5dd3f047,TRN-02,11,0.05,2585,2607
598930a0-f23b-79d3-47c6-fcee5dd3f047,HYD-03,12,0.025,3547,1067
598930a0-f23b-79d3-47c6-fcee5dd3f047,ELEC-04,13,0.063,2705,762
598930a0-f23b-79d3-47c6-fcee5dd3f047,CHS-05,13,0.048,1457,1397
b8144d89-2ff5-cfd2-2df2-d98bd1e85f5d,ENG-01,19,0.064,1016,4330
b8144d89-2ff5-cfd2-2df2-d98bd1e85f5d,TRN-02,15,0.064,297,2753
b8144d89-2ff5-cfd2-2df2-d98bd1e85f5d,HYD-03,21,0.043,1752,1135
b8144d89-2ff5-cfd2-2df2-d98bd1e85f5d,ELEC-04,22,0.079,0,791
b8144d89-2ff5-cfd2-2df2-d98bd1e85f5d,CHS-05,11,0.025,2904,1408
6d32e32f-3fc0-5714-bb7d-3ec8001afb96,ENG-01,5,0.089,0,4837
6d32e32f-3fc0-5714-bb7d-3ec8001afb96,TRN-02,4,0.047,1466,2956
6d32e32f-3fc0-5714-bb7d-3ec8001afb96,HYD-03,15,0.046,3042,1148
6d32e32f-3fc0-5714-bb7d-3ec8001afb96,ELEC-04,12,0.073,872,835
6d32e32f-3fc0-5714-bb7d-3ec8001afb96,CHS-05,5,0.039,0,1506
f6f1c5e7-c515-1bef-0ce6-1f2e3334a36b,ENG-01,22,0.074,670,4364
f6f1c5e7-c515-1bef-0ce6-1f2e3334a36b,TRN-02,10,0.045,2867,2735
f6f1c5e7-c515-1bef-0ce6-1f2e3334a36b,HYD-03,22,0.034,2945,1142
f6f1c5e7-c515-1bef-0ce6-1f2e3334a36b,ELEC-04,23,0.055,810,843
f6f1c5e7-c515-1bef-0ce6-1f2e3334a36b,CHS-05,10,0.027,0,1427
eb4832cf-be51-b07e-ea88-56a0613cfedc,ENG-01,11,0.084,0,4296
eb4832cf-be51-b07e-ea88-56a0613cfedc,TRN-02,11,0.031,276,2936
eb4832cf-be51-b07e-ea88-56a0613cfedc,HYD-03,23,0.036,0,1163
eb4832cf-be51-b07e-ea88-56a0613cfedc,ELEC-04,10,0.044,1287,813
eb4832cf-be51-b07e-ea88-56a0613cfedc,CHS-05,23,0.01,0,1448
36387136-43ce-d578-1c8f-438f24c7cfb5,ENG-01,7,0.09,1091,4207
36387136-43ce-d578-1c8f-438f24c7cfb5,TRN-02,6,0.036,0,2704
36387136-43ce-d578-1c8f-438f24c7cfb5,HYD-03,9,0.021,172,1093
36387136-43ce-d578-1c8f-438f24c7cfb5,ELEC-04,16,0.061,1177,787
36387136-43ce-d578-1c8f-438f24c7cfb5,CHS-05,7,0.041,1114,1363
da825bcb-891c-7764-ab83-1a92c387573c,ENG-01,22,0.075,3888,3997
da825bcb-891c-7764-ab83-1a92c387573c,TRN-02,17,0.058,0,2688
da825bcb-891c-7764-ab83-1a92c387573c,HYD-03,15,0.047,2332,1097
da825bcb-891c-7764-ab83-1a92c387573c,ELEC-04,12,0.047,2398,794
da825bcb-891c-7764-ab83-1a92c387573c,CHS-05,14,0.023,1192,1311
caabef91-d193-02ae-7311-92fcf38abe5b,ENG-01,13,0.051,0,4300
caabef91-d193-02ae-7311-92fcf38abe5b,TRN-02,11,0.034,0,2498
caabef91-d193-02ae-7311-92fcf38abe5b,HYD-03,9,0.028,893,1049
caabef91-d193-02ae-7311-92fcf38abe5b,ELEC-04,15,0.049,0,766
caabef91-d193-02ae-7311-92fcf38abe5b,CHS-05,17,0.029,0,1368
2171b1ef-5bc4-9ab0-18ff-c4dd51c2c516,ENG-01,11,0.078,1306,4216
2171b1ef-5bc4-9ab0-18ff-c4dd51c2c516,TRN-02,15,0.032,948,2553
2171b1ef-5bc4-9ab0-18ff-c4dd51c2c516,HYD-03,21,0.027,0,1041
2171b1ef-5bc4-9ab0-18ff-c4dd51c2c516,ELEC-04,18,0.041,1613,760
2171b1ef-5bc4-9ab0-18ff-c4dd51c2c516,CHS-05,18,0.032,756,1365
5152d47e-b8c9-7ce3-9005-92f972d3d13d,ENG-01,19,0.063,0,4132
5152d47e-b8c9-7ce3-9005-92f972d3d13d,TRN-02,25,0.049,1392,2642
