uuid,Date,Tractor_Model,Warehouse_Location,Supplier,Demand_Units,Backorder_Qty,Production_Plan_Qty,Inflation_Rate,Market_Trend_Index
ab8664b4-1d01-d845-3965-934437420bee,2024-03-15,TX-400,NY,Supplier E,281,21,362,5.21,0.13
e5f372c9-95f9-4a97-409d-2d0bdbbe03fb,2024-03-15,TX-400,TX,Supplier A,283,17,360,5.21,0.13
112a642a-91eb-84b7-abd5-63a29a65b6f2,2024-03-15,TX-500,NY,Supplier D,234,14,293,5.21,0.13
7ec2f9f9-e7c4-4d90-2172-59a61e78bf8a,2024-03-16,TX-100,CA,Supplier B,306,25,386,5.21,0.7
4b29feca-7706-dd79-382b-c29eacc484ff,2024-03-16,TX-100,IL,Supplier E,225,12,284,5.21,0.7
0927412f-7871-ead2-ff0c-19acf0ea0762,2024-03-16,TX-200,CA,Supplier A,308,20,388,5.21,0.7
1ba5a6db-2077-11b4-2b28-56afe9122f9f,2024-03-16,TX-200,TX,Supplier A,310,19,389,5.21,0.7
679a3935-6fc4-e787-4e2f-de58ac1f8d70,2024-03-16,TX-300,FL,Supplier A,260,12,324,5.21,0.7
2d311dbc-5e1c-f4d2-6c6c-eeb83a271e10,2024-03-16,TX-400,CA,Supplier B,318,30,410,5.21,0.7
9f6f117e-a460-d19d-0436-5e96d38e156b,2024-03-16,TX-400,IL,Supplier E,288,16,367,5.21,0.7
b3a129d9-b017-1976-6739-0a2cc9ed8f01,2024-03-16,TX-400,NY,Supplier D,258,27,343,5.21,0.7
8f656423-4458-66e7-8336-4f2190ba865d,2024-03-16,TX-400,TX,Supplier B,258,28,340,5.21,0.7
c6509906-8f40-273d-f87f-063ef6a614ee,2024-03-17,TX-100,CA,Supplier A,309,23,392,5.21,0.1
a4e81095-1903-1dd7-e6d7-101fc5fa7b48,2024-03-17,TX-100,NY,Supplier D,246,23,313,5.21,0.1
079d7578-fd0f-6e7f-2d5c-dd9006a57cf5,2024-03-17,TX-200,TX,Supplier C,320,22,412,5.21,0.1
56a0c0fd-7490-dc66-93ae-9e42bb0304ac,2024-03-17,TX-400,IL,Supplier B,274,17,347,5.21,0.1
c1fb03de-f84d-c6e8-ea12-a59344d4bbc3,2024-03-17,TX-500,IL,Supplier C,253,12,317,5.21,0.1
dd3e1125-5ee2-c712-4d6d-b639c4e2abff,2024-03-17,TX-500,NY,Supplier B,261,17,328,5.21,0.1
dae2ce12-aec7-605d-f039-dcf95df7f5a4,2024-03-18,TX-100,CA,Supplier A,280,21,357,5.21,0.28
d3ea78f1-d1c4-3ea7-977d-9b9e3cbe7c67,2024-03-18,TX-500,CA,Supplier C,343,22,430,5.21,0.28
1bc72929-e779-c714-cd38-8f3f17f9edca,2024-03-19,TX-100,CA,Supplier B,303,21,385,5.21,0.22
f31f3c91-fcd3-e115-e60c-09c89bc26408,2024-03-19,TX-100,FL,Supplier A,227,12,284,5.21,0.22
a9ff9791-bfcf-b485-63ff-5e077bc8d27f,2024-03-19,TX-100,NY,Supplier A,217,15,277,5.21,0.22
6e2784a7-05f2-f068-1914-8db6c0a3a49e,2024-03-19,TX-200,IL,Supplier A,277,21,352,5.21,0.22
90e451b0-6803-1ef6-177e-33b2949b3131,2024-03-19,TX-400,FL,Supplier C,246,29,324,5.21,0.22
e1e852a3-b682-34fe-e1fa-200776d3035d,2024-03-19,TX-400,NY,Supplier A,291,17,363,5.21,0.22
c6f60671-8b35-1978-8f9c-6e3d8613101a,2024-03-19,TX-500,IL,Supplier D,256,25,329,5.21,0.22
3bb36ce7-b22a-64e6-3799-b82ba464e8f8,2024-03-20,TX-100,FL,Supplier E,226,5,277,5.21,0.13
d28d2679-be77-f626-8794-ddac72b85aa4,2024-03-20,TX-100,NY,Supplier A,220,15,281,5.21,0.13
3c866ed1-b0e0-2c46-5258-5f74c0ff6198,2024-03-20,TX-300,IL,Supplier D,285,25,364,5.21,0.13
2d687fe2-9ccb-2c07-3c76-5b98c1d0deaf,2024-03-20,TX-300,NY,Supplier A,220,14,277,5.21,0.13
06ff4616-0abf-e695-8e4e-da59e1dc11c0,2024-03-20,TX-400,CA,Supplier A,296,24,374,5.21,0.13
ea262090-b17c-2213-e1ac-3d5ee93adbdc,2024-03-20,TX-400,FL,Supplier B,301,20,378,5.21,0.13
6b7007e2-2426-7d43-9516-04204306e944,2024-03-21,TX-200,FL,Supplier D,284,22,360,5.21,0.55
aa89c46e-eae8-ff7c-c928-8eabe6e9439d,2024-03-21,TX-200,NY,Supplier E,264,16,332,5.21,0.55
ff10dac8-d37d-970c-c9cf-05b686acb459,2024-03-21,TX-300,FL,Supplier C,291,21,375,5.21,0.55
320f744d-42f8-7d74-8c6f-25dc3197a3c0,2024-03-21,TX-300,TX,Supplier C,279,28,360,5.21,0.55
1ef5a94f-dcd2-fff4-4926-887b94994e6e,2024-03-21,TX-400,TX,Supplier A,296,21,373,5.21,0.55
2b6e0c07-4fc1-bd03-6896-fdb9ec0bbe66,2024-03-22,TX-200,CA,Supplier A,298,20,373,5.21,0.2
df1a6156-5852-0ba8-379d-84bee75f82a4,2024-03-22,TX-200,IL,Supplier D,283,29,374,5.21,0.2
01264aae-2e06-c923-779f-5e743efa30ac,2024-03-22,TX-300,IL,Supplier C,223,27,296,5.21,0.2
ff71e3f1-6f3c-1f6f-46ff-ba6c16c04a89,2024-03-22,TX-400,CA,Supplier A,303,22,382,5.21,0.2
62c981f5-2eda-d05f-35c2-f3fa8efea06c,2024-03-22,TX-400,IL,Supplier E,262,15,328,5.21,0.2
18df72a3-305a-485a-1e62-c68a167264c8,2024-03-22,TX-400,TX,Supplier C,325,30,422,5.21,0.2
22be95a8-813c-46d5-e403-54d7389f736e,2024-03-22,TX-500,CA,Supplier D,343,43,453,5.21,0.2
fc50e09e-c911-133b-306c-0e5b54c05392,2024-03-22,TX-500,FL,Supplier B,305,23,391,5.21,0.2
a7b7ba71-325a-0679-3dcc-b55a0111d3f8,2024-03-22,TX-500,IL,Supplier C,264,28,343,5.21,0.2
d0d47223-0907-8471-3604-4c225c988738,2024-03-23,TX-100,FL,Supplier E,278,11,344,5.21,0.75
81381654-7860-c08b-cf19-188cbdbf75fd,2024-03-23,TX-200,NY,Supplier E,218,11,273,5.21,0.75
1bc5fe63-3202-c9af-d644-5729e5acc117,2024-03-23,TX-300,CA,Supplier D,256,23,332,5.21,0.75
52b334a5-894f-a162-e1db-f8845cc1dc59,2024-03-23,TX-400,CA,Supplier E,365,17,453,5.21,0.75
5ed0aace-8e5b-b533-ef5b-5acd3e57a6c7,2024-03-23,TX-500,CA,Supplier C,333,18,422,5.21,0.75
001f8213-10a2-8d46-23f1-6c7e7343c6d4,2024-03-23,TX-500,FL,Supplier B,289,17,358,5.21,0.75
5dec2d3e-114d-9f64-5e47-695d4f882126,2024-03-23,TX-500,NY,Supplier C,245,22,313,5.21,0.75
98954c27-db4d-2f6a-7cb5-20ab5ee36eb3,2024-03-24,TX-100,NY,Supplier A,249,15,310,5.21,0.28
09b98ac8-3592-56a2-54cf-eb483060aeb2,2024-03-24,TX-200,FL,Supplier A,250,16,314,5.21,0.28
13f73de6-6793-7a68-e72e-6d8f39f71dec,2024-03-24,TX-300,TX,Supplier D,300,16,375,5.21,0.28
114722bd-34e3-1552-8578-e72cbf7cfd16,2024-03-24,TX-500,TX,Supplier D,362,29,466,5.21,0.28
76a4ace0-297f-76a4-6c3a-62b30aca8f88,2024-03-25,TX-100,FL,Supplier C,278,25,358,5.21,0.97
e7ae76d0-7de7-d73e-d910-3af0aa96e636,2024-03-25,TX-100,IL,Supplier D,242,24,313,5.21,0.97
f634308e-efdb-048c-f63a-30ab1324a64c,2024-03-25,TX-200,CA,Supplier A,340,27,440,5.21,0.97
48cea63a-dcc0-edf2-a802-de78a49d61b9,2024-03-25,TX-300,CA,Supplier E,333,12,404,5.21,0.97
12145a68-c19b-f806-fffd-4daea2be9ad5,2024-03-25,TX-400,NY,Supplier E,233,14,290,5.21,0.97
db34558f-c0d3-c4df-2467-fe1df7725f4c,2024-03-25,TX-400,TX,Supplier B,310,24,402,5.21,0.97
c99062ec-a5f9-1d1c-cd33-446d621a920a,2024-03-25,TX-500,FL,Supplier A,330,28,426,5.21,0.97
f2ac7fcd-6093-798a-0fde-887bf582f0c6,2024-03-25,TX-500,IL,Supplier D,261,24,332,5.21,0.97
06b24178-af0d-3e91-f461-6dfb098689aa,2024-03-25,TX-500,NY,Supplier C,319,28,415,5.21,0.97
a3958a30-ea8d-ada0-6c8f-0e220d14ef0e,2024-03-26,TX-100,FL,Supplier E,278,21,354,5.21,0.57
03e7340c-d0c3-d863-8b52-07332587e64e,2024-03-26,TX-100,NY,Supplier B,229,19,292,5.21,0.57
b2fee748-16ed-d887-7c15-0ba19dd99c52,2024-03-26,TX-100,TX,Supplier C,284,16,354,5.21,0.57
9cff5668-81e5-3630-396a-35524a5f9a88,2024-03-26,TX-200,TX,Supplier C,301,14,375,5.21,0.57
77a4aaa8-b7b5-c4e9-d26f-4a44b0b03486,2024-03-26,TX-300,NY,Supplier D,269,25,344,5.21,0.57
dfc1ebf5-4960-a428-b0ed-17b95a147513,2024-03-26,TX-500,CA,Supplier D,364,22,460,5.21,0.57
26071134-ff84-ebc8-28fe-d4a70caec7ce,2024-03-26,TX-500,IL,Supplier B,274,17,346,5.21,0.57
1309d909-e0c8-e214-7abe-23462f753398,2024-03-27,TX-200,CA,Supplier C,322,28,413,5.21,0.09
6430c771-790b-4b64-10bc-cf07cdbc48d2,2024-03-27,TX-400,CA,Supplier C,284,22,367,5.21,0.09
950ff77f-d8b4-3ff0-6a6d-1f1c994a9234,2024-03-27,TX-400,IL,Supplier A,317,13,392,5.21,0.09
e0fd2c0d-a8e7-ef4b-81c5-36a33075d732,2024-03-27,TX-500,IL,Supplier C,329,24,417,5.21,0.09
c328997b-94e9-9ead-ebc0-8a6324083bd7,2024-03-28,TX-100,IL,Supplier A,247,21,318,5.21,0.62
a877d0fe-5d71-d582-ed4a-d54a4c91103d,2024-03-28,TX-200,CA,Supplier C,325,26,414,5.21,0.62
aafdef84-19c3-cf08-bf6e-630adb83fe80,2024-03-28,TX-200,IL,Supplier D,254,24,332,5.21,0.62
94dea2e6-e793-860c-bff9-1f6a0383c130,2024-03-28,TX-300,IL,Supplier D,254,23,327,5.21,0.62
04ae0b41-2e92-131d-f7a0-d9a1d4954c03,2024-03-28,TX-300,TX,Supplier B,273,15,349,5.21,0.62
82cf2e1e-9b45-a600-32d6-0e9bab2c91ee,2024-03-28,TX-400,NY,Supplier B,294,21,369,5.21,0.62
cb2b3588-cd75-3451-fd52-4648c0b569f7,2024-03-28,TX-500,NY,Supplier D,252,13,311,5.21,0.62
c89c6300-d303-3359-209a-836e380605f5,2024-03-28,TX-500,TX,Supplier E,342,20,434,5.21,0.62
296dd34f-7007-76ef-921f-f11fb1f6dbb2,2024-03-29,TX-200,IL,Supplier B,315,26,406,5.21,0.21
fd8cebc1-81df-de5b-610f-52a5f8c2cd90,2024-03-29,TX-200,NY,Supplier E,252,11,313,5.21,0.21
2e766b33-a984-ec40-5dd7-695f3b4a79f1,2024-03-29,TX-200,TX,Supplier D,336,26,428,5.21,0.21
d1ed0cc1-41c7-6bd0-0437-e9eafe959c73,2024-03-29,TX-300,NY,Supplier D,280,21,356,5.21,0.21
29b5dc95-e30d-3ecd-1475-ad89ee281d71,2024-03-29,TX-500,CA,Supplier D,396,36,509,5.21,0.21
26e0202f-780c-66b6-be60-36387e94f024,2024-03-29,TX-500,FL,Supplier E,325,15,405,5.21,0.21
cb8aa720-7c68-7598-58b0-c23390b61204,2024-03-29,TX-500,IL,Supplier D,337,16,422,5.21,0.21
848ce68d-2f7c-d6ff-c774-b4f723428a68,2024-03-30,TX-100,IL,Supplier D,256,20,329,5.21,0.38
87ed710b-b568-73a1-65cf-16807a9fcca8,2024-03-30,TX-100,TX,Supplier C,289,28,378,5.21,0.38
dfd99fba-4588-8a4b-d832-5b05979019de,2024-03-30,TX-200,TX,Supplier A,350,26,442,5.21,0.38
49d4a82f-e806-79a5-5efb-16a13e6f29c1,2024-03-30,TX-300,CA,Supplier D,281,24,361,5.21,0.38
3b4d36c6-8746-a926-eef9-10d6dc9401d8,2024-03-30,TX-300,FL,Supplier C,302,22,385,5.21,0.38
02608503-12a9-59d5-6922-d98f214fd8c0,2024-03-30,TX-400,CA,Supplier D,337,27,430,5.21,0.38
a14353c9-9656-409e-1556-5f829a3d3c1f,2024-03-30,TX-400,FL,Supplier B,326,32,419,5.21,0.38
9b055746-7f1f-7bda-78af-408393001912,2024-03-30,TX-500,FL,Supplier A,344,24,436,5.21,0.38
05c04988-dcec-46b4-ce8d-ec2536aaac3e,2024-03-30,TX-500,IL,Supplier D,265,18,334,5.21,0.38
5694ba7d-7cb6-9dbb-3656-8bad7503517a,2024-03-30,TX-500,NY,Supplier E,274,19,352,5.21,0.38
ea20f7c5-bd0b-919c-2d86-1bddd56799bc,2024-03-30,TX-500,TX,Supplier B,365,24,456,5.21,0.38
403ec17a-b0f4-aa5a-02cc-0fd47eab5c77,2024-03-31,TX-200,NY,Supplier C,279,26,362,5.21,0.21
29c5d985-7ea5-0b1c-c6c7-fc746b63f114,2024-03-31,TX-300,TX,Supplier C,253,21,321,5.21,0.21
a3b8c062-376c-1945-b6ba-6d6e6f98b791,2024-03-31,TX-500,IL,Supplier C,284,19,358,5.21,0.21
b310d6c6-35d7-6582-e5ca-de0bddf2822a,2024-04-01,TX-100,CA,Supplier B,342,31,439,4.77,0.28
b0a37291-02d7-816a-d113-17bd4accb062,2024-04-01,TX-100,FL,Supplier E,240,8,293,4.77,0.28
3db9132c-7dbd-aa09-17b8-7b408ab14695,2024-04-01,TX-400,CA,Supplier A,322,20,400,4.77,0.28
b7c186dc-70a0-b388-8292-b9d955efb2d0,2024-04-01,TX-400,IL,Supplier E,260,16,330,4.77,0.28
d07f7ba9-c866-1544-d45c-d1f318b887a2,2024-04-01,TX-400,TX,Supplier E,287,17,354,4.77,0.28
c5abc9ab-82f3-6aec-7780-122b9c718b13,2024-04-01,TX-500,NY,Supplier C,319,25,415,4.77,0.28
111f51c0-3960-8b90-e6e4-df439a728ab8,2024-04-01,TX-500,TX,Supplier C,328,24,413,4.77,0.28
8ed38c83-e38c-ada3-76a7-c3a6d5290a11,2024-04-02,TX-100,CA,Supplier D,314,30,406,4.77,0.61
3505be68-d504-4d91-4eac-b6105c65bdfc,2024-04-02,TX-200,TX,Supplier B,352,25,446,4.77,0.61
e3961cd8-c662-16d0-ef47-6b6be89b6262,2024-04-02,TX-300,CA,Supplier E,354,22,447,4.77,0.61
f4dbf5a1-e600-4b99-416c-1931798daf8e,2024-04-02,TX-300,FL,Supplier B,315,23,401,4.77,0.61
98f0025d-2858-771d-116a-6ea95bcb4531,2024-04-02,TX-300,TX,Supplier E,337,16,420,4.77,0.61
02ffb10d-fb9d-885b-1ea3-6f0213423b3a,2024-04-02,TX-400,CA,Supplier B,304,16,387,4.77,0.61
0f342c9e-3c13-53e6-f48e-11c4a90d81fe,2024-04-02,TX-500,FL,Supplier E,361,23,452,4.77,0.61
61e1411c-e43f-67d0-49fb-c19e75f7f1bd,2024-04-02,TX-500,NY,Supplier B,293,25,374,4.77,0.61
53108e8a-d8e8-7d43-9668-3ec092b7dd04,2024-04-02,TX-500,TX,Supplier E,307,20,385,4.77,0.61
168352ef-7614-2d38-9a81-bc6fd6d5e7ef,2024-04-03,TX-100,NY,Supplier A,272,25,355,4.77,0.51
259b6f97-3ee9-9aa9-7810-0da2a4fb9cae,2024-04-03,TX-100,TX,Supplier D,328,26,422,4.77,0.51
75dd4798-fe85-fe4c-3bf1-fa0b03515db4,2024-04-03,TX-200,CA,Supplier D,356,36,460,4.77,0.51
5501c02e-8c6d-e8ba-2d59-5fd78196cde8,2024-04-03,TX-200,TX,Supplier B,275,24,353,4.77,0.51
3d2ecc5a-5284-d581-d4a7-5fe5d3408098,2024-04-03,TX-300,IL,Supplier B,293,23,373,4.77,0.51
6c6820b1-2fc7-97cb-1687-f402e6f163e1,2024-04-03,TX-300,TX,Supplier D,261,18,331,4.77,0.51
247fea8b-9289-c7a8-3a40-5e166dfa437f,2024-04-03,TX-400,CA,Supplier B,345,28,442,4.77,0.51
7c661fc1-b61f-02c8-0201-75dce2d312ea,2024-04-03,TX-500,IL,Supplier E,328,17,406,4.77,0.51
fac7f0e0-827d-144c-3059-16815ce52c00,2024-04-04,TX-100,CA,Supplier D,274,22,348,4.77,0.02
31f58b23-2a42-9090-10e7-19aea47a1cad,2024-04-04,TX-200,CA,Supplier A,323,24,416,4.77,0.02
68a015f2-b018-350e-138c-163150fc4fd5,2024-04-04,TX-200,FL,Supplier E,288,10,352,4.77,0.02
f7c1b7cd-b689-34b5-bf17-2e0773c30431,2024-04-04,TX-200,NY,Supplier A,267,21,341,4.77,0.02
bd3f8c5b-f0fe-7673-8cc2-0fa7499b48bf,2024-04-04,TX-300,IL,Supplier E,261,18,328,4.77,0.02
2db79e31-03df-ea6c-d34a-c31441205062,2024-04-04,TX-500,NY,Supplier D,258,23,332,4.77,0.02
63fed3fd-1692-c263-be8e-d861a6e75f08,2024-04-04,TX-500,TX,Supplier A,343,24,432,4.77,0.02
fa27c7db-35f4-e482-035d-7e03359c223d,2024-04-05,TX-100,FL,Supplier C,263,14,331,4.77,0.92
155a0f8f-2746-9c9c-fe47-941f63f2aa54,2024-04-05,TX-100,TX,Supplier C,334,32,430,4.77,0.92
8d0f7ef3-4bd2-b65f-4ed9-0156fac9276f,2024-04-05,TX-200,CA,Supplier E,373,27,473,4.77,0.92
8d52e441-ea36-0f20-cc8c-d1e03842bfe8,2024-04-05,TX-200,FL,Supplier D,311,24,398,4.77,0.92
e75fa7c0-c9c3-0d77-7928-1e330967e8f5,2024-04-05,TX-200,IL,Supplier C,285,27,374,4.77,0.92
cc9883a3-d968-d11e-3d95-b911dc4c99a5,2024-04-05,TX-200,NY,Supplier B,265,12,325,4.77,0.92
84335ab1-62ca-03d4-d8a6-5bb453b98ee8,2024-04-05,TX-300,NY,Supplier E,244,12,307,4.77,0.92
f3a2ba4f-293b-2e32-126c-1c330d63c963,2024-04-06,TX-100,IL,Supplier D,253,22,326,4.77,0.25
36387136-43ce-d578-1c8f-438f24c7cfb5,2024-04-06,TX-200,FL,Supplier A,341,23,434,4.77,0.25
77622844-9135-2e00-9ca7-78d0599da552,2024-04-06,TX-200,IL,Supplier E,245,16,311,4.77,0.25
7688b488-d662-e681-6052-c31f05f1ab57,2024-04-06,TX-200,NY,Supplier D,236,19,300,4.77,0.25
fb8632db-021f-8347-e1bd-0530fd713009,2024-04-06,TX-300,FL,Supplier D,265,25,342,4.77,0.25
1d3cc5c9-3b7a-09d3-263c-bbeefe7303ab,2024-04-06,TX-400,IL,Supplier A,292,23,375,4.77,0.25
f63a9a1d-7851-aec8-2517-d65caea66644,2024-04-06,TX-500,IL,Supplier D,341,31,435,4.77,0.25
1de0a24c-8842-bde9-3eb3-a731cc8c217a,2024-04-06,TX-500,TX,Supplier D,374,28,475,4.77,0.25
0f470e84-2ea7-15bb-c0fb-55b17f8cb170,2024-04-07,TX-100,TX,Supplier C,306,32,398,4.77,0.49
7e77d09f-4fd9-58c7-6411-a9e3bb41abd8,2024-04-07,TX-200,CA,Supplier D,333,29,424,4.77,0.49
822d6dae-46fd-1b49-a65c-779d01e5e804,2024-04-07,TX-200,FL,Supplier C,303,26,388,4.77,0.49
165dce19-bf96-9bf0-76c2-cd0a16c3c5ad,2024-04-07,TX-200,IL,Supplier A,276,17,348,4.77,0.49
cbab46db-e228-3ae6-9e6c-f4bffa3c0e60,2024-04-07,TX-200,NY,Supplier D,245,22,315,4.77,0.49
e31215eb-db84-0028-098f-1fe92dedceba,2024-04-07,TX-300,FL,Supplier A,333,19,422,4.77,0.49
1652d4cc-8f00-5bfc-ee67-3d4163800942,2024-04-07,TX-400,CA,Supplier C,347,31,450,4.77,0.49
8ca60d18-fe2f-8ba6-88d4-89d7479796a9,2024-04-07,TX-400,TX,Supplier A,355,23,449,4.77,0.49
30e47385-51e7-3b33-707c-88af9a024d50,2024-04-07,TX-500,TX,Supplier C,310,40,413,4.77,0.49
0432ff7a-a1f5-00bf-2829-218876102354,2024-04-08,TX-100,FL,Supplier D,290,25,371,4.77,0.13
a502d791-e01b-a54f-6deb-cc348132013d,2024-04-08,TX-100,TX,Supplier E,331,18,414,4.77,0.13
e4121085-43f5-2b41-0b08-5dd217763f2e,2024-04-08,TX-200,FL,Supplier B,258,19,328,4.77,0.13
0b5261e7-cd1f-a5f5-645e-e2f0bcd4ba42,2024-04-08,TX-300,CA,Supplier C,287,14,358,4.77,0.13
d90ee9c2-d8cc-f5c5-3657-5f7e318c14c9,2024-04-08,TX-300,FL,Supplier B,295,20,373,4.77,0.13
1b3af688-d30c-4416-880e-bc3b6a4a855a,2024-04-08,TX-300,IL,Supplier E,241,15,305,4.77,0.13
8e80d364-d600-f614-8cb0-d138371e6136,2024-04-08,TX-300,NY,Supplier C,231,27,302,4.77,0.13
5cb5efec-d781-ed11-840c-5958fd741c6a,2024-04-08,TX-500,CA,Supplier A,391,27,500,4.77,0.13
a9614a24-688a-5698-a189-b96cde6b1735,2024-04-08,TX-500,FL,Supplier E,296,15,374,4.77,0.13
f6fea7db-b583-3a8d-d600-bcab3289936d,2024-04-08,TX-500,NY,Supplier D,315,22,402,4.77,0.13
911fe111-9705-7a46-9d31-5587efcbda76,2024-04-09,TX-100,NY,Supplier E,255,12,317,4.77,0.38
27c3c798-51f5-96f1-59c4-733ae066a6fd,2024-04-09,TX-200,CA,Supplier C,300,22,381,4.77,0.38
0092697b-69af-f235-3f8a-19838bd7fe6b,2024-04-09,TX-200,IL,Supplier E,259,15,332,4.77,0.38
5e973936-a44e-5168-53de-c76b0438c4bf,2024-04-09,TX-200,NY,Supplier D,313,27,402,4.77,0.38
d3394531-70d2-2974-333f-5c77f8153cca,2024-04-09,TX-200,TX,Supplier A,274,16,343,4.77,0.38
00abd8e3-a6d1-1283-de8b-9b66bb704476,2024-04-09,TX-300,FL,Supplier A,293,25,375,4.77,0.38
f60e3f8c-2dea-56c7-d0bf-8a3417d0fa60,2024-04-09,TX-300,NY,Supplier A,272,25,351,4.77,0.38
0bebdd57-0c24-a2fc-3428-6f2c842bd0c8,2024-04-09,TX-300,TX,Supplier E,272,12,337,4.77,0.38
babe5981-0549-062a-caf2-b57daaa98a27,2024-04-09,TX-400,CA,Supplier E,354,23,454,4.77,0.38
16a9e88e-b652-9b13-704d-0c5c1f634626,2024-04-09,TX-400,TX,Supplier A,376,26,483,4.77,0.38
600266f9-f81f-5e7b-8dba-474644b62442,2024-04-09,TX-500,NY,Supplier A,265,26,344,4.77,0.38
6da16fed-0d7d-0b1d-c909-b360a13d247e,2024-04-10,TX-100,FL,Supplier B,282,22,360,4.77,0.78
779a79fb-de19-99a7-5b11-ca65da77347e,2024-04-10,TX-100,NY,Supplier A,241,15,302,4.77,0.78
c19fa2dc-1636-1f28-238b-bde92d07b6ac,2024-04-10,TX-200,FL,Supplier B,326,18,409,4.77,0.78
58285416-7951-d7b2-ba6d-8b809e5f28c6,2024-04-10,TX-300,CA,Supplier A,334,24,425,4.77,0.78
06495130-f336-630a-d03a-e9e56708e439,2024-04-10,TX-400,IL,Supplier A,325,21,409,4.77,0.78
83c8d6c6-e7c2-a789-12ec-efedb53079ec,2024-04-10,TX-500,CA,Supplier E,325,19,412,4.77,0.78
285309be-abd5-9161-2e2c-dcd19dc45bb1,2024-04-11,TX-100,CA,Supplier E,323,19,404,4.77,0.24
302bd6db-d28d-8c64-4e41-2278f9bfcb3d,2024-04-11,TX-400,CA,Supplier E,360,25,467,4.77,0.24
54c1cb9a-cf06-f294-03a5-9f37f157c2cc,2024-04-12,TX-100,NY,Supplier D,289,21,367,4.77,0.84
7de770fb-1377-c38d-2064-b2654d3594eb,2024-04-12,TX-200,IL,Supplier A,258,14,327,4.77,0.84
a610794b-70a0-2ed1-edbe-a0ac9e656c62,2024-04-12,TX-300,FL,Supplier A,277,19,352,4.77,0.84
c1d4df51-bbbd-0a82-57f7-c05e8879e9af,2024-04-12,TX-300,NY,Supplier C,290,30,378,4.77,0.84
697dfb2e-dc51-fcf8-e1ae-4504e3be969a,2024-04-12,TX-400,FL,Supplier B,327,22,414,4.77,0.84
ce43ef80-c41f-67b4-d2f4-07c0e99e71a9,2024-04-12,TX-400,NY,Supplier D,271,28,356,4.77,0.84
a414f237-e072-163f-db28-86fba5809c7e,2024-04-13,TX-100,CA,Supplier E,286,10,353,4.77,0.61
6d012686-b787-1fe0-3730-f10e1c2c2f34,2024-04-13,TX-200,NY,Supplier E,241,13,302,4.77,0.61
b439c4ab-abfc-9abb-c5ae-01357c1f1270,2024-04-13,TX-300,CA,Supplier C,287,16,360,4.77,0.61
f1bfa58d-b6e0-d047-ef0b-63154e720e0a,2024-04-13,TX-300,NY,Supplier A,287,22,368,4.77,0.61
d1a1e647-230e-5f04-ec40-719703df55a3,2024-04-13,TX-500,CA,Supplier B,350,34,449,4.77,0.61
68d55427-a586-54b7-83c7-9a1b1da39285,2024-04-13,TX-500,NY,Supplier D,342,27,443,4.77,0.61
684bbb75-34c5-adce-f27e-f086e5a3a21a,2024-04-14,TX-100,CA,Supplier E,299,14,368,4.77,0.63
22bcaee3-9823-c8fb-0d1e-4d303dc89da5,2024-04-14,TX-100,FL,Supplier B,268,26,348,4.77,0.63
516901a9-066e-4c28-9cad-bbddb0df32ee,2024-04-14,TX-200,FL,Supplier D,333,32,433,4.77,0.63
2d383da2-cbac-4389-5d9f-aa311c4f0c39,2024-04-14,TX-500,FL,Supplier E,330,16,410,4.77,0.63
7a3b0fe1-7674-4151-195f-84bba6ef28ed,2024-04-14,TX-500,TX,Supplier A,389,41,508,4.77,0.63
0c9afecd-0167-956c-15ab-9a3de0ef4566,2024-04-15,TX-100,CA,Supplier D,352,26,451,4.77,0.91
d079a168-1859-5554-1998-254d90bb5dd8,2024-04-15,TX-100,TX,Supplier D,300,16,374,4.77,0.91
63b42f6d-ac8f-a3f4-8ae6-56e7edc04df1,2024-04-15,TX-200,IL,Supplier B,306,29,391,4.77,0.91
660183a5-986b-ee74-ac42-140cf0d30fcf,2024-04-15,TX-300,NY,Supplier D,308,30,398,4.77,0.91
bfb01ac6-909f-2a48-b7aa-5629ac066317,2024-04-15,TX-400,FL,Supplier E,307,17,385,4.77,0.91
56ab34c0-a0d5-b841-b557-ce3b345434bc,2024-04-15,TX-400,TX,Supplier D,369,29,474,4.77,0.91
f3794209-0c46-d935-acf9-d9bffdd5d9aa,2024-04-15,TX-500,CA,Supplier C,393,29,494,4.77,0.91
208e5793-c37b-ef8c-f750-25a89a311045,2024-04-16,TX-100,CA,Supplier C,292,19,372,4.77,0.51
8974dab6-c3c7-f353-fe55-ce2281ec6080,2024-04-16,TX-100,IL,Supplier A,305,26,389,4.77,0.51
77e20ede-64b1-4832-e988-db92b7f298b1,2024-04-16,TX-200,FL,Supplier D,341,20,435,4.77,0.51
88e1103a-e102-380e-c7c4-e39ed3f5d441,2024-04-16,TX-200,IL,Supplier B,334,23,421,4.77,0.51
4fcdc245-a47b-0bd3-8eb7-934ec584e788,2024-04-16,TX-200,NY,Supplier D,255,22,328,4.77,0.51
64fc66b1-2095-c319-39b4-863919c5e5aa,2024-04-16,TX-300,FL,Supplier C,278,24,361,4.77,0.51
1e1f1ba8-873f-f96b-77b8-c5c144553d1c,2024-04-16,TX-300,NY,Supplier B,247,17,310,4.77,0.51
ddd7e2ed-827d-cc72-1efe-aae1e7313e05,2024-04-16,TX-400,IL,Supplier A,279,16,351,4.77,0.51
