uuid,Date,Tractor_Model,Warehouse_Location,Supplier,Demand_Units,Backorder_Qty,Production_Plan_Qty,Inflation_Rate,Market_Trend_Index
21b9047c-b292-3f85-0944-0653f43617e3,2023-03-05,TX-200,CA,Supplier A,256,16,323,3.74,0.42
91381896-5e4e-2048-710c-a6b6ebeabd0a,2020-04-14,TX-300,FL,Supplier D,256,21,324,3.56,0.11
3d4c101a-1b23-67aa-2033-1fe054cc625c,2020-07-18,TX-300,TX,Supplier E,352,9,436,2.82,0.43
4110cef0-ceda-57d8-f56a-a187b5ce527b,2022-03-10,TX-500,FL,Supplier B,248,17,313,3.78,0.96
8a29345a-36a7-7fd4-bd27-3a1c86d73c49,2022-05-23,TX-300,IL,Supplier C,262,8,324,3.99,0.54
5d6c7cf5-68f6-8528-ed9f-e4bb4dae9051,2020-08-05,TX-300,FL,Supplier A,353,20,446,2.82,0.15
f8494562-a0a6-eadb-afb7-4571b08053f4,2022-10-12,TX-300,CA,Supplier B,249,13,318,3.97,0.98
c1311276-d721-b5a5-e0a7-8322cbe139ec,2020-08-12,TX-500,TX,Supplier E,354,22,453,2.82,0.68
fb39622c-618f-6a27-39d9-b926e05437e4,2023-04-09,TX-100,CA,Supplier A,331,17,411,3.94,0.36
dcae8c2b-a3aa-5fda-6c6a-2c4e3e1c9240,2022-09-01,TX-100,TX,Supplier C,339,19,432,4.26,0.66
d9ec8906-6eb1-e3bb-747a-9917d5a20755,2021-02-02,TX-400,IL,Supplier C,208,11,260,3.82,0.05
d201551d-bf15-2b8d-b6bd-af1c7c2113de,2021-10-30,TX-200,NY,Supplier D,236,25,310,3.51,0.65
e3875448-2d8d-1e26-0ace-6354c1ad0e44,2020-11-12,TX-200,CA,Supplier A,265,13,335,3.1,0.77
5ac36f74-9461-0790-70d2-3cf53dc586ea,2021-11-28,TX-500,NY,Supplier C,189,13,240,3.9,0.43
d04aa7ab-ad51-fff7-b82b-d7bce96856e2,2022-04-11,TX-300,IL,Supplier B,257,15,323,3.88,0.6
6b38b3df-16ea-8eac-69b0-5cc92b08a758,2022-09-04,TX-300,IL,Supplier D,246,30,324,4.26,0.37
587f2217-36ab-606b-b86d-ad1c0390d685,2021-01-14,TX-400,FL,Supplier A,185,5,226,3.45,0.8
9a45561e-5bdf-0e44-6fc6-677f647cbec2,2020-04-01,TX-200,IL,Supplier A,259,11,314,3.56,0.49
ab86ffc9-5b4b-8b04-b576-242192c943fb,2022-06-04,TX-500,FL,Supplier A,360,25,459,4.1,0.21
4cb7d327-9e53-9e80-9f24-a741bbe4bc09,2022-05-15,TX-500,NY,Supplier A,350,17,437,3.99,0.95
d4c838a2-4cd4-b2de-3982-55b828b86e39,2022-06-30,TX-100,CA,Supplier B,328,23,420,4.1,0.43
d38c66e8-94c6-9bec-55fb-7beddfcb5d2a,2020-04-23,TX-400,CA,Supplier D,322,34,416,3.56,0.04
4449a084-3430-5d6f-6ce1-6f8a4d866839,2023-06-08,TX-300,FL,Supplier B,336,35,444,4.27,0.83
9e5dbe44-c59d-92f8-26fd-bea9ef146a6a,2021-01-09,TX-400,NY,Supplier A,209,13,266,3.45,0.61
4113ee2b-c392-bcb6-18c5-1bad358da3a7,2021-12-29,TX-100,IL,Supplier E,171,15,220,3.84,0.77
9b9b3844-b8b6-d8e5-c18f-929937df6100,2022-08-07,TX-500,CA,Supplier E,408,24,512,4.49,0.28
a0ba7ca7-ba6d-0b50-3279-df7603b7e257,2020-04-29,TX-200,CA,Supplier C,296,37,397,3.56,0.95
d1691edf-1588-9c01-730d-5c689a3aa7c4,2023-09-19,TX-300,CA,Supplier A,308,27,401,4.06,0.09
54826cff-1038-6658-61d8-5037533e247b,2021-07-20,TX-500,NY,Supplier B,377,24,481,3.79,0.75
6f7a7316-7c59-2938-b1b6-c09b4328494a,2022-10-14,TX-300,NY,Supplier B,257,21,331,3.97,0.69
69864b26-bbd7-da9f-1b3d-868d837df9aa,2023-07-12,TX-500,FL,Supplier C,358,19,457,4.02,0.88
5e21a0a5-8c06-bbb8-7e29-ade6aa536e6f,2020-07-20,TX-500,FL,Supplier D,349,28,445,2.82,0.87
dd5f0014-9bcb-4c2a-a08c-b98df88148e1,2020-11-08,TX-500,NY,Supplier C,255,23,326,3.1,0.12
657baef4-3071-d971-c230-385c09ef01a5,2022-07-09,TX-500,NY,Supplier B,391,29,495,4.71,0.25
d18a8286-aa69-3255-11f6-af9ec90966ac,2023-01-28,TX-400,FL,Supplier C,199,19,259,4.33,0.75
73b21fca-a6cf-2f42-49cd-9e8808461ce8,2022-08-24,TX-300,CA,Supplier E,342,19,433,4.49,0.68
80807e1c-2b48-9156-b34f-617e86ed025e,2021-08-04,TX-100,NY,Supplier C,248,19,324,3.77,0.82
5e678861-e1ab-cc74-fb87-f0eca4990203,2020-05-27,TX-400,NY,Supplier B,261,22,331,2.99,0.87
ebb8ee16-5026-f6aa-8a79-dd21790cc2f4,2020-10-19,TX-100,IL,Supplier D,195,15,249,2.74,0.8
634d9a89-bb92-e3ae-d4e2-19e4f3104267,2023-01-03,TX-400,CA,Supplier A,211,12,269,4.33,0.49
c974fa12-b5d6-fd42-5684-f81d778407ab,2020-10-09,TX-500,NY,Supplier C,236,22,302,2.74,0.69
a9c08b90-5c99-dab8-7330-c32aadfc8b9d,2021-11-12,TX-100,CA,Supplier D,251,20,324,3.9,0.05
f0623fa2-089f-7b57-7b8a-a3631a7e1353,2020-07-14,TX-400,TX,Supplier C,333,25,424,2.82,0.87
e0ab77bc-ad14-37ed-6e9b-e9eb80701eaf,2022-10-11,TX-300,NY,Supplier A,197,13,250,3.97,0.32
4a484fd5-060b-45d6-f46a-bf4c5ce8360e,2021-01-06,TX-400,CA,Supplier E,219,7,267,3.45,0.04
58f703d8-5ad6-5819-2ca6-ee8172b7b203,2020-05-24,TX-200,CA,Supplier A,359,26,457,2.99,0.15
15dd1842-96eb-974c-ba84-1c7a1e1d34c3,2022-09-05,TX-300,TX,Supplier A,300,19,380,4.26,0.74
d20956b7-044e-abc3-bf21-84775562caa5,2021-11-27,TX-200,IL,Supplier B,188,12,239,3.9,0.33
fb67f2e2-26e7-bed4-aaca-f76bd4104de9,2020-09-15,TX-500,CA,Supplier C,308,25,392,2.91,0.27
aa0bc263-b00c-b58d-5569-b130a967d087,2022-02-05,TX-400,TX,Supplier E,210,14,270,3.6,0.88
a62cdd01-6fa8-2b73-9ea7-a1329ec678f0,2023-08-11,TX-100,IL,Supplier C,258,15,325,4.06,0.19
6cf1a940-3412-9d9f-1063-6cf628fb1ab7,2023-04-29,TX-200,CA,Supplier A,307,19,391,3.94,0.58
4ad73e96-78e6-d734-7fbf-03f7922a7063,2021-11-20,TX-300,FL,Supplier A,223,13,283,3.9,0.42
44360517-cc4e-2119-1368-5772f4f6dd94,2021-12-09,TX-500,CA,Supplier A,221,17,276,3.84,0.05
880c6c6d-a38f-378f-10a7-08434a54d29f,2022-06-07,TX-200,FL,Supplier D,381,17,476,4.1,0.9
9618a5da-c383-dc47-c722-723b28605d8f,2022-08-01,TX-200,IL,Supplier B,303,26,393,4.49,0.21
d85b19ba-b798-87ab-7409-90e7d336c706,2022-11-22,TX-300,CA,Supplier D,223,12,278,4.13,0.12
25a732b8-b95d-d41b-a80c-d7c26d330cd8,2022-04-10,TX-400,TX,Supplier D,362,24,463,3.88,0.41
56495ab0-a72b-eeaa-a8cf-c680f34eb2c4,2023-12-29,TX-400,FL,Supplier B,195,21,255,4.33,0.22
ade700b2-45cd-16c7-2a9f-29420867bcd4,2020-10-22,TX-500,CA,Supplier A,284,15,362,2.74,0.8
bfc16e9c-5cad-522d-9207-c9ace7cddfe2,2022-07-07,TX-100,FL,Supplier C,326,28,422,4.71,0.55
487aa094-7a96-163a-50e1-dac869ca5c9b,2021-12-12,TX-500,NY,Supplier B,204,15,260,3.84,0.15
9e35d304-c9c2-65f6-1dbf-b0ef2e982af1,2023-05-06,TX-500,IL,Supplier B,379,21,471,4.14,0.38
e5c1f52c-0fb1-b54b-d42a-59f93d0c1434,2021-11-13,TX-400,IL,Supplier E,227,9,283,3.9,0.11
6c0ee379-60ad-d89b-fd0f-cd971da77e22,2022-07-02,TX-300,FL,Supplier D,368,30,471,4.71,0.13
a88947dc-e85a-3882-c161-14b6c0aa2b3e,2021-03-06,TX-400,IL,Supplier D,213,15,271,3.96,0.41
9493e387-6329-4573-6cec-6076ad0a1b5c,2020-06-27,TX-300,NY,Supplier C,319,26,403,2.68,0.63
b80c8b10-7c12-d668-1869-a64af0daa68c,2022-07-14,TX-500,NY,Supplier B,298,22,378,4.71,0.61
e1e1a974-c33d-aa6d-87d4-21298a456eb5,2021-11-30,TX-300,FL,Supplier E,196,10,243,3.9,0.84
7a829e07-fea2-763a-de71-a820a4e39ee7,2023-01-12,TX-500,CA,Supplier C,229,15,289,4.33,0.0
617bc9c9-fc2b-756e-d93a-b3cb713f5b9d,2020-10-19,TX-400,IL,Supplier A,274,19,348,2.74,0.8
2151e5ec-a605-ed0c-d58b-c54083408768,2023-07-12,TX-400,NY,Supplier B,354,25,456,4.02,0.88
a0b4abb2-3f43-476c-96b5-155ca16373cf,2021-02-16,TX-400,TX,Supplier C,259,20,332,3.82,0.95
72ee4cfb-ee07-31f9-7a39-364fb55f4105,2020-05-27,TX-500,IL,Supplier D,312,26,402,2.99,0.87
277d47f6-dd0a-3a1a-2943-b4dc45faa5de,2020-01-17,TX-300,IL,Supplier B,173,11,220,3.17,0.56
00b76deb-b2bf-b9d2-be4b-4c82f027f18a,2021-09-25,TX-200,IL,Supplier A,300,27,389,3.71,0.45
6094c839-061a-303a-8eaa-12a8d1c0990a,2020-05-27,TX-100,NY,Supplier E,291,20,370,2.99,0.87
549335ee-7fc4-1ad3-5dbe-46ce0007c617,2023-10-12,TX-300,CA,Supplier E,329,12,405,4.1,0.93
58e1d1b7-1ff1-ae7c-df76-fab6f51aa3b0,2021-06-25,TX-200,IL,Supplier A,345,26,441,3.5,0.45
eb121e93-5ff7-4f41-932d-29bdf1aa3618,2022-07-22,TX-100,IL,Supplier B,265,16,339,4.71,0.47
5eed4aa3-1f21-2c2a-a93a-e404f103b257,2023-11-16,TX-500,IL,Supplier D,264,27,340,4.32,0.67
a75ad6a7-066b-becb-b99a-28ed1166f1fb,2022-12-04,TX-100,FL,Supplier C,196,13,249,4.43,0.27
8e6b9ad2-5bbf-5815-00ed-7e80727bd201,2021-12-19,TX-500,CA,Supplier C,238,22,312,3.84,0.11
bd18b15b-ac4c-7a8f-83c2-1cb39b1133a0,2021-07-09,TX-500,FL,Supplier C,423,40,544,3.79,0.78
d6df7887-49c8-e418-a8c7-c7a94c77a744,2021-01-19,TX-400,TX,Supplier D,230,18,289,3.45,0.04
b59f971c-3ec1-8a0b-da9e-af2166e45a74,2021-09-01,TX-400,NY,Supplier C,265,30,346,3.71,0.4
56b31cc5-4d2c-8b46-dbef-f90ca3b59c1c,2020-02-26,TX-300,FL,Supplier B,253,12,313,2.91,0.45
c2862e9f-92cf-855d-6a3c-eb8a678a37bd,2023-01-17,TX-200,NY,Supplier B,214,13,269,4.33,0.82
b977ac12-b1a9-8db3-f303-7d397f68aa0e,2020-02-20,TX-200,FL,Supplier A,249,11,311,2.91,0.91
b3316621-4884-b607-5165-814ff6749365,2023-08-07,TX-300,CA,Supplier D,324,29,413,4.06,0.46
0bf2e0a7-9557-f56c-e5c0-12ac8df577b1,2022-06-14,TX-200,NY,Supplier D,298,27,379,4.1,0.25
43cbfac1-238f-8741-e5fa-e93dd3998938,2023-04-25,TX-500,TX,Supplier D,400,35,512,3.94,0.04
0ef97cfe-1d30-4fd5-7a44-b816718961c6,2023-11-02,TX-300,CA,Supplier D,254,21,326,4.32,0.62
3bcb458a-a0be-b9cc-ed0e-a9ebb1f24c13,2022-04-17,TX-400,CA,Supplier C,325,26,412,3.88,0.13
655bf965-25b9-7d7e-b175-d0b518cebb1d,2020-07-01,TX-400,CA,Supplier B,347,34,443,2.82,0.97
8db51ab8-79f9-8a64-671e-c2652427f2dc,2022-10-28,TX-200,CA,Supplier C,290,21,367,3.97,0.91
78672eb4-dd0e-455d-b8ed-8f9946d24209,2023-12-09,TX-100,FL,Supplier D,228,23,294,4.33,0.9
b4815b6b-e4eb-d682-4785-a5a50d473904,2022-02-14,TX-400,TX,Supplier A,232,15,294,3.6,0.02
37c9bdd5-1342-c0c2-f004-836c0ec4cee2,2022-08-23,TX-100,TX,Supplier B,334,16,407,4.49,0.18
400851ff-e1e8-2022-606e-4d8bb1cb2097,2023-02-02,TX-500,CA,Supplier A,298,24,384,4.02,0.22
5e345e77-8f39-0b0a-aec8-5a64b1396fa0,2022-07-01,TX-500,FL,Supplier D,442,38,571,4.71,0.13
c6bde482-b155-5236-263d-44c7dc1b13cb,2020-04-17,TX-300,IL,Supplier A,265,15,331,3.56,0.66
cb64f4b9-2a3a-58f3-6b73-c2a58961d7a3,2020-11-20,TX-500,CA,Supplier B,301,25,384,3.1,0.16
82469282-e64c-e0db-ae00-0141993b1c73,2021-07-05,TX-100,IL,Supplier D,268,21,344,3.79,0.76
f0d897ce-9bdf-d0cd-9e3f-abfb73063d9e,2020-09-15,TX-400,IL,Supplier B,307,8,372,2.91,0.27
9695e71c-e2b1-efa4-e785-a2ae5631ac16,2022-05-12,TX-500,IL,Supplier A,313,24,403,3.99,0.9
dbf2ab12-daf5-54d5-c8ae-e6aac5f49153,2021-04-30,TX-300,IL,Supplier B,317,19,402,3.68,0.21
a95ef4af-7f40-4a86-b798-f64cf9733545,2023-02-15,TX-100,TX,Supplier C,221,16,280,4.02,0.39
a64f4fc2-0eb9-e71c-83cb-10883a198434,2023-05-02,TX-500,FL,Supplier C,347,31,443,4.14,0.98
0c62b025-3ba3-5b9b-d7fe-ef17f1038fe3,2023-12-28,TX-100,NY,Supplier A,172,6,215,4.33,0.46
0c897425-da3e-fe22-e606-aa6b82dbfbc1,2022-01-18,TX-500,CA,Supplier D,235,19,303,3.7,0.73
e82f5797-93d1-332b-2cc6-85d3488640e8,2023-07-23,TX-400,CA,Supplier B,398,21,493,4.02,0.12
5e7598af-aeab-c7e5-406d-b84999124b18,2022-11-10,TX-100,IL,Supplier E,236,10,295,4.13,0.59
5c93b99b-ce19-a507-caa7-d7593cb9f7ec,2020-11-27,TX-300,FL,Supplier C,193,16,247,3.1,0.94
8013d352-03b3-6b85-88d7-151c492fd6e8,2023-09-25,TX-200,CA,Supplier D,275,15,340,4.06,0.94
8e441ec2-21a2-3616-ca2c-f4ec24098802,2021-04-17,TX-200,TX,Supplier E,342,17,432,3.68,0.15
6efdf523-016a-ee71-5bd7-1b6b2ea198f3,2023-01-25,TX-400,IL,Supplier B,245,22,314,4.33,0.39
5f289630-54b5-1d65-c8cf-34f92759d3d6,2023-06-26,TX-300,FL,Supplier D,353,20,442,4.27,0.01
330389d4-1ad3-facf-ed03-c65f87af3e22,2021-06-05,TX-500,FL,Supplier D,346,32,446,3.5,0.84
fba2f5b9-6357-d1a9-7ed4-006076887d05,2021-03-30,TX-500,NY,Supplier B,298,20,372,3.96,0.52
3808da3c-8c35-7e47-b27f-359b46366e3e,2020-12-05,TX-200,FL,Supplier B,180,12,231,3.4,0.85
6e348834-4926-450d-28ab-c08f007d7c4d,2021-04-25,TX-100,FL,Supplier B,291,25,373,3.68,0.69
39bae1d5-b2d5-7b43-0662-2c3817e64489,2020-10-01,TX-400,NY,Supplier C,238,14,298,2.74,0.85
74cdaced-60c4-8b64-f810-2719711e089c,2023-09-29,TX-400,FL,Supplier D,298,28,384,4.06,0.54
2a8c307f-919b-a42b-936b-9680d87eb525,2023-10-14,TX-500,FL,Supplier C,279,23,362,4.1,0.04
46f5e966-0295-e882-50ef-e69382f72914,2021-03-21,TX-200,TX,Supplier D,282,24,358,3.96,0.55
3764f65a-688d-0492-3a2a-349b2bb62121,2020-06-24,TX-100,CA,Supplier C,329,31,430,2.68,0.92
2adcc72a-10d2-223c-3263-647d0c6effe1,2020-08-23,TX-500,NY,Supplier B,273,22,351,2.82,0.42
941d12e5-ecf0-6b2d-abb9-74a4ce537f3a,2022-08-21,TX-500,NY,Supplier D,307,31,400,4.49,0.95
3c43a92e-0bbe-e7a3-f7a1-8089a34ddb09,2021-09-25,TX-300,IL,Supplier B,249,24,323,3.71,0.45
d4162d06-7665-187a-fefd-49fa92f36ae2,2022-03-31,TX-500,TX,Supplier E,296,9,360,3.78,0.74
122fd6fd-5ba5-5e09-6000-270baabc2724,2021-08-18,TX-300,IL,Supplier E,336,23,431,3.77,0.86
afc91536-9280-325f-1e23-013a01bc71eb,2021-02-08,TX-200,TX,Supplier D,249,25,320,3.82,0.09
3f8dbe22-d760-86be-8a10-80d6616f1ae1,2023-07-17,TX-300,IL,Supplier D,357,32,453,4.02,0.56
650f6118-bd90-553d-559e-e387b369101f,2021-10-07,TX-300,NY,Supplier B,209,21,271,3.51,0.53
578300c7-8f8e-30a1-2c98-f47b36098c5f,2022-10-24,TX-500,TX,Supplier B,285,29,370,3.97,0.49
381f9c3f-6890-fc64-df0b-fdfafe177c3a,2023-03-12,TX-400,CA,Supplier C,327,26,423,3.74,0.31
f84608e4-6428-c435-5e1d-4ddd9e6743fa,2023-09-23,TX-100,FL,Supplier E,279,16,354,4.06,0.98
386eab55-d384-2276-3f17-78e9aabbb84f,2020-01-24,TX-500,IL,Supplier E,208,8,257,3.17,0.23
fac5c078-ddc5-e0c2-0a48-dc5890aed51d,2022-01-28,TX-300,NY,Supplier A,203,8,252,3.7,0.51
6fc631bb-b661-9e79-256f-37744e4a5817,2021-03-15,TX-400,NY,Supplier C,260,12,321,3.96,0.57
239db05e-7da7-a81e-4365-8bdb8ce9bb90,2023-09-14,TX-300,CA,Supplier D,350,39,462,4.06,0.97
a328a987-06ae-42d5-b5b1-ab5324305e3d,2023-08-29,TX-300,TX,Supplier B,374,23,472,4.06,0.71
6b013563-46d8-9a8d-b785-7edf1f543872,2020-08-13,TX-200,IL,Supplier B,292,18,371,2.82,0.39
9e88addc-ba22-7fa1-228b-110ef084711e,2020-07-05,TX-300,FL,Supplier B,290,19,370,2.82,0.47
1c8a7642-0856-a8fd-6cec-d30864b31a10,2022-04-14,TX-300,CA,Supplier A,347,35,451,3.88,0.2
ad63d923-83e9-be86-78c0-8271caa45cb3,2023-09-05,TX-400,FL,Supplier B,368,25,471,4.06,0.06
9b7a1a41-6544-a4d6-ef52-5af6ad48efcc,2023-06-04,TX-100,IL,Supplier B,342,33,445,4.27,0.21
d8607bc1-bbfe-612e-9db3-9b9660dd52f6,2021-02-12,TX-500,NY,Supplier B,197,14,250,3.82,0.78
ae939aa8-70e4-69b0-b5a8-9b684e51548f,2023-10-29,TX-500,TX,Supplier B,281,23,364,4.1,0.54
bf249de2-4bd7-91d0-581a-e78d816714f7,2022-02-28,TX-100,TX,Supplier D,262,20,339,3.6,0.51
992e9bc6-9f93-208f-e6c4-f690807b1ee0,2021-10-04,TX-100,IL,Supplier D,232,16,294,3.51,0.24
e401d41b-c64c-b8b3-62cf-45369fab665f,2022-01-13,TX-100,IL,Supplier A,203,12,258,3.7,0.08
84780776-fbeb-e4cd-db6f-43d020ffb4e9,2023-09-21,TX-100,FL,Supplier B,237,23,309,4.06,0.71
82800095-ee14-42b4-454e-ef7d1fec184f,2021-11-19,TX-300,CA,Supplier B,269,15,338,3.9,0.39
6bc08f3c-ceba-d8dc-1f62-09bcb82d9a64,2021-07-24,TX-100,FL,Supplier B,338,25,430,3.79,0.78
31bb5462-3bfa-da1b-ee20-5b28b8643ca6,2022-09-09,TX-400,TX,Supplier C,301,20,379,4.26,0.51
349e7ae1-401e-8d30-0dc9-db0f3bcd2983,2021-08-06,TX-500,TX,Supplier D,393,28,494,3.77,0.37
f3315bab-87cd-c11b-6aff-e7a38da9fada,2023-03-13,TX-200,CA,Supplier C,296,19,378,3.74,0.56
0fc9fb2f-a6d9-b65c-2256-1838bdf33820,2020-03-29,TX-500,TX,Supplier B,314,30,404,3.22,0.78
abe98d83-6edd-eb98-fe2a-bf4781bfa1dc,2023-02-06,TX-400,CA,Supplier C,269,19,342,4.02,0.09
32f4523c-ac07-0daf-66a4-3eca4c095d37,2020-03-01,TX-400,CA,Supplier D,300,20,380,3.22,0.46
68c8e384-cc1b-0870-ac23-c968cbf87ffd,2020-07-29,TX-300,FL,Supplier B,331,25,425,2.82,0.15
4db0c40f-79f2-0ab7-2c70-24ce0a455ad1,2020-04-26,TX-100,IL,Supplier E,301,27,388,3.56,0.83
48d3d59d-60ef-8a44-3a16-4a8ced143dc7,2021-12-05,TX-100,TX,Supplier A,204,11,253,3.84,0.68
55745e35-da57-0ca2-0722-bde87b13f69f,2022-07-24,TX-500,FL,Supplier E,407,16,506,4.71,0.92
c3fb7258-1bf3-f2c1-62af-e4572120620d,2021-06-26,TX-300,FL,Supplier A,322,27,417,3.5,0.31
a5858c00-f128-c77e-4553-807740c18b6f,2020-06-09,TX-300,CA,Supplier A,358,23,452,2.68,0.69
e4797d6f-6bff-692e-acc0-4c3426034987,2020-01-29,TX-100,FL,Supplier A,222,19,283,3.17,0.56
ccb3f843-6fad-c03a-9ce5-fd569beacd31,2021-01-06,TX-300,NY,Supplier C,188,14,240,3.45,0.04
891b35cb-32ba-7bdb-133d-ecceefdae104,2023-12-30,TX-200,FL,Supplier D,202,10,249,4.33,0.75
82c9e178-21c4-0c8d-cfe0-8c088dbfb98f,2021-04-27,TX-100,FL,Supplier A,244,13,302,3.68,0.39
86c63df4-317f-21ea-ece9-d44953c0449b,2021-06-06,TX-200,IL,Supplier A,273,26,354,3.5,0.48
191073f9-7372-ea04-1e46-88df9c84c829,2022-07-09,TX-500,CA,Supplier C,446,29,563,4.71,0.25
9270c747-7b87-2083-ce52-b52d0fddcc0f,2022-06-30,TX-300,CA,Supplier D,391,28,496,4.1,0.43
aa39b889-840c-a1b3-0da7-1faa69d35596,2020-09-03,TX-400,CA,Supplier A,351,24,447,2.91,0.98
971133ab-dac5-7e49-cf3d-2d27128b777c,2023-05-31,TX-200,IL,Supplier E,363,19,451,4.14,0.09
58791539-f19b-9c40-2f60-4a8ad3ecffe0,2021-03-29,TX-200,CA,Supplier E,313,17,393,3.96,0.5
f4026779-9713-69b4-1b74-6c0bfbcd29ab,2023-11-22,TX-500,FL,Supplier E,221,6,273,4.32,0.19
a1dbc203-e12f-0e14-d7f3-ffa47813e1cf,2023-10-27,TX-500,CA,Supplier C,352,23,447,4.1,0.57
f6424f03-5cdb-bd8b-bb59-bd769096ffa8,2021-07-15,TX-400,TX,Supplier E,413,25,516,3.79,0.65
99b29773-e1dc-5e51-616a-90702c354605,2020-05-19,TX-100,TX,Supplier A,290,23,371,2.99,0.26
364dadca-e7e3-1d99-277c-f1c9b4ba2dfb,2021-09-21,TX-300,CA,Supplier E,325,18,409,3.71,0.37
181bf20b-6daf-fe1c-5e83-c818e16bd0bf,2023-10-09,TX-500,FL,Supplier B,299,18,376,4.1,0.08
f51175fc-7f6f-ac0f-9cab-8215ffaf5f86,2020-04-08,TX-100,TX,Supplier D,272,27,350,3.56,0.44
de2044a1-7648-d5b2-55c3-d59b679bf760,2023-03-14,TX-300,FL,Supplier E,229,21,299,3.74,0.68
61c6d3a6-a262-f504-241e-f5f7c121c053,2022-09-10,TX-500,IL,Supplier E,309,21,394,4.26,0.91
06a7b0e8-a975-9071-a96f-67cc6d641d62,2023-12-20,TX-200,FL,Supplier C,192,15,250,4.33,0.66
45828bf3-572f-bb4f-60c1-d03fa5886f0e,2020-10-30,TX-500,FL,Supplier B,280,29,369,2.74,0.57
697a1d43-db6c-c0a3-0c0e-a7b7dfd995dd,2021-03-13,TX-300,CA,Supplier E,274,13,341,3.96,0.23
bba3bd3d-4823-ad88-f2ed-4329baea1757,2020-03-07,TX-300,NY,Supplier C,185,19,238,3.22,0.76
54a37363-1dd2-1141-3991-34a5006a9c4a,2022-03-16,TX-200,IL,Supplier B,214,17,274,3.78,0.47
dc47d025-9767-dd3d-c7a7-7f291f7e9a56,2020-12-22,TX-200,TX,Supplier E,238,14,303,3.4,0.28
9ded4ab9-2547-6080-c4f2-3f2b405da92d,2022-09-28,TX-100,TX,Supplier A,286,15,359,4.26,0.13
6a6efc80-d862-16c8-f880-7cb8ca243360,2023-05-01,TX-400,NY,Supplier B,329,28,432,4.14,0.17
7c1caf3a-9a90-fa1f-7dff-01376361070e,2020-10-24,TX-400,FL,Supplier B,242,15,306,2.74,0.25
2b66dd7e-afa3-5650-b1f5-a97699979767,2022-03-10,TX-200,CA,Supplier B,272,23,341,3.78,0.96
57a4b53e-c797-4644-dd45-5a56ab9ad809,2020-07-23,TX-500,IL,Supplier D,332,36,440,2.82,0.24
a6cd9762-abcf-cefe-665b-121e37af2009,2021-01-23,TX-300,CA,Supplier D,239,24,314,3.45,0.75
0b30aedf-6719-d431-4eb7-bf1033c53114,2022-07-11,TX-100,IL,Supplier A,301,15,378,4.71,0.12
6a78a1d4-a8f8-6078-4dcd-69052e0d971c,2022-08-21,TX-100,FL,Supplier E,320,12,396,4.49,0.95
3bdb1b7a-7199-65d3-7876-5d68d1b700cd,2023-08-21,TX-100,TX,Supplier D,325,29,418,4.06,0.63
954c6bcc-29b2-2882-20d2-518ba7d0e668,2020-05-11,TX-400,FL,Supplier A,371,21,466,2.99,0.89
1ae7afd1-8c29-dedc-0220-b39266ce7609,2022-05-18,TX-400,IL,Supplier E,300,17,376,3.99,0.3
40c26b88-3ea2-761a-a12e-b505737f7fc7,2021-08-16,TX-500,IL,Supplier E,387,18,484,3.77,0.23
caf3d98c-f2d8-e31f-5aad-38226338dff0,2023-09-14,TX-300,IL,Supplier B,266,16,340,4.06,0.97
17402ea1-940e-a227-56c6-b39047dae8f7,2023-02-01,TX-300,TX,Supplier C,227,12,277,4.02,0.37
b938155d-80f6-fded-975e-df268b088bac,2023-01-01,TX-300,IL,Supplier A,184,16,239,4.33,0.75
ef6e7da3-274b-01b5-6b0a-a9d1d156bebf,2023-04-15,TX-400,TX,Supplier E,323,15,405,3.94,0.1
5d33a38f-2ed9-43c8-181d-79b415f44ee2,2021-02-24,TX-400,FL,Supplier B,224,13,281,3.82,0.4
8cdf0063-d28f-4ba8-d19f-d083970e15a6,2022-01-20,TX-500,FL,Supplier D,216,19,275,3.7,0.74
e1c2aa2d-73f4-4ff4-805c-58c3bce3818b,2020-05-15,TX-200,NY,Supplier B,276,23,358,2.99,0.66
3b66ffc4-6eff-9676-8581-b5ac0517e641,2021-04-21,TX-400,CA,Supplier B,376,21,475,3.68,0.96
29c850d5-ff3c-9434-5417-9b3a90b8fdbf,2023-07-23,TX-200,IL,Supplier A,328,21,413,4.02,0.12
da75de98-74aa-3bd4-21c8-048a49a95aa8,2022-04-07,TX-200,TX,Supplier C,286,18,354,3.88,0.32
2eb84c44-d4ab-5c31-36c6-cb15fb883989,2023-07-16,TX-500,NY,Supplier B,407,37,521,4.02,0.48
5eaf1044-52c6-ca1d-21f6-39b2c16221da,2022-11-19,TX-400,FL,Supplier B,235,14,296,4.13,0.84
9cd648e2-5f60-b989-3192-318774ab1415,2023-12-19,TX-300,FL,Supplier E,197,12,246,4.33,0.35
f651b7e6-ba48-5f28-fd63-489ffae1f808,2020-02-23,TX-400,CA,Supplier D,244,19,318,2.91,0.97
11e93066-095a-0ff5-b5b3-8e5d2c62d147,2023-01-13,TX-400,CA,Supplier E,276,13,349,4.33,0.44
e7299282-feb6-7e18-32ed-81fc01abb834,2022-06-25,TX-300,FL,Supplier D,347,29,450,4.1,0.78
74f843d1-d550-fe35-fc3d-cb857e44211b,2023-11-13,TX-400,IL,Supplier A,209,11,265,4.32,0.18
99c93538-368d-bd8b-aa12-0e5e08011cd9,2021-08-27,TX-400,TX,Supplier E,302,22,384,3.77,0.85
