uuid,Date,Tractor_Model,Warehouse_Location,Supplier,Demand_Units,Backorder_Qty,Production_Plan_Qty,Inflation_Rate,Market_Trend_Index,Part_SKU,Supplier_Delay_Days,Component_Failure_Rate,Inventory_Levels,Unit_Cost
83a3e298-b1b6-ed0c-11ae-924337fbacac,2023-04-29,TX-200,TX,Supplier E,317,18,391,3.94,0.58,ELEC-04,16,0.042,1712,841
83a3e298-b1b6-ed0c-11ae-924337fbacac,2023-04-29,TX-200,TX,Supplier E,317,18,391,3.94,0.58,CHS-05,6,0.024,0,1572
596373e3-03e9-c375-1363-b79ef09d7e67,2022-12-09,TX-400,CA,Supplier B,220,25,293,4.43,0.18,ENG-01,13,0.073,0,4496
596373e3-03e9-c375-1363-b79ef09d7e67,2022-12-09,TX-400,CA,Supplier B,220,25,293,4.43,0.18,TRN-02,22,0.046,1304,2740
596373e3-03e9-c375-1363-b79ef09d7e67,2022-12-09,TX-400,CA,Supplier B,220,25,293,4.43,0.18,HYD-03,18,0.048,629,1112
596373e3-03e9-c375-1363-b79ef09d7e67,2022-12-09,TX-400,CA,Supplier B,220,25,293,4.43,0.18,ELEC-04,18,0.065,0,825
596373e3-03e9-c375-1363-b79ef09d7e67,2022-12-09,TX-400,CA,Supplier B,220,25,293,4.43,0.18,CHS-05,19,0.042,1613,1564
33426fa0-ebda-5e15-67cb-905cf40b4945,2023-06-30,TX-300,TX,Supplier E,348,16,428,4.27,0.37,ENG-01,6,0.052,2383,4745
33426fa0-ebda-5e15-67cb-905cf40b4945,2023-06-30,TX-300,TX,Supplier E,348,16,428,4.27,0.37,TRN-02,12,0.061,0,2741
33426fa0-ebda-5e15-67cb-905cf40b4945,2023-06-30,TX-300,TX,Supplier E,348,16,428,4.27,0.37,HYD-03,11,0.032,0,1217
33426fa0-ebda-5e15-67cb-905cf40b4945,2023-06-30,TX-300,TX,Supplier E,348,16,428,4.27,0.37,ELEC-04,8,0.043,0,885
33426fa0-ebda-5e15-67cb-905cf40b4945,2023-06-30,TX-300,TX,Supplier E,348,16,428,4.27,0.37,CHS-05,5,0.032,0,1610
f1588cdf-9117-169d-01c6-6fd2c65a1300,2022-09-06,TX-100,CA,Supplier A,280,15,352,4.26,0.4,ENG-01,18,0.052,2955,4334
f1588cdf-9117-169d-01c6-6fd2c65a1300,2022-09-06,TX-100,CA,Supplier A,280,15,352,4.26,0.4,TRN-02,6,0.064,2696,2724
f1588cdf-9117-169d-01c6-6fd2c65a1300,2022-09-06,TX-100,CA,Supplier A,280,15,352,4.26,0.4,HYD-03,12,0.055,1618,1072
f1588cdf-9117-169d-01c6-6fd2c65a1300,2022-09-06,TX-100,CA,Supplier A,280,15,352,4.26,0.4,ELEC-04,13,0.058,731,801
f1588cdf-9117-169d-01c6-6fd2c65a1300,2022-09-06,TX-100,CA,Supplier A,280,15,352,4.26,0.4,CHS-05,10,0.032,0,1545
9ec6cd97-f1bd-5090-d913-00a3be22098b,2021-12-11,TX-500,IL,Supplier E,207,15,265,3.84,0.71,ENG-01,6,0.062,742,4886
9ec6cd97-f1bd-5090-d913-00a3be22098b,2021-12-11,TX-500,IL,Supplier E,207,15,265,3.84,0.71,TRN-02,11,0.051,645,2920
9ec6cd97-f1bd-5090-d913-00a3be22098b,2021-12-11,TX-500,IL,Supplier E,207,15,265,3.84,0.71,HYD-03,7,0.037,0,1200
9ec6cd97-f1bd-5090-d913-00a3be22098b,2021-12-11,TX-500,IL,Supplier E,207,15,265,3.84,0.71,ELEC-04,13,0.074,0,902
9ec6cd97-f1bd-5090-d913-00a3be22098b,2021-12-11,TX-500,IL,Supplier E,207,15,265,3.84,0.71,CHS-05,15,0.036,432,1550
4b426082-0df5-8fb0-1221-1dfc20e22313,2022-11-07,TX-200,NY,Supplier A,242,11,299,4.13,0.64,ENG-01,18,0.072,919,4306
4b426082-0df5-8fb0-1221-1dfc20e22313,2022-11-07,TX-200,NY,Supplier A,242,11,299,4.13,0.64,TRN-02,11,0.049,987,2598
4b426082-0df5-8fb0-1221-1dfc20e22313,2022-11-07,TX-200,NY,Supplier A,242,11,299,4.13,0.64,HYD-03,14,0.027,0,1072
4b426082-0df5-8fb0-1221-1dfc20e22313,2022-11-07,TX-200,NY,Supplier A,242,11,299,4.13,0.64,ELEC-04,19,0.064,0,797
4b426082-0df5-8fb0-1221-1dfc20e22313,2022-11-07,TX-200,NY,Supplier A,242,11,299,4.13,0.64,CHS-05,7,0.018,0,1487
a4404f39-1d92-62da-dfa6-5156f545f81f,2022-01-10,TX-400,NY,Supplier B,207,17,265,3.7,0.22,ENG-01,15,0.083,0,4746
a4404f39-1d92-62da-dfa6-5156f545f81f,2022-01-10,TX-400,NY,Supplier B,207,17,265,3.7,0.22,TRN-02,8,0.036,276,2738
a4404f39-1d92-62da-dfa6-5156f545f81f,2022-01-10,TX-400,NY,Supplier B,207,17,265,3.7,0.22,HYD-03,17,0.037,0,1142
a4404f39-1d92-62da-dfa6-5156f545f81f,2022-01-10,TX-400,NY,Supplier B,207,17,265,3.7,0.22,ELEC-04,8,0.072,0,862
a4404f39-1d92-62da-dfa6-5156f545f81f,2022-01-10,TX-400,NY,Supplier B,207,17,265,3.7,0.22,CHS-05,19,0.035,16,1533
d342c460-35b4-b5c6-e975-555807fb3d77,2022-01-01,TX-300,TX,Supplier B,192,11,240,3.7,0.92,ENG-01,8,0.051,1349,4616
d342c460-35b4-b5c6-e975-555807fb3d77,2022-01-01,TX-300,TX,Supplier B,192,11,240,3.7,0.92,TRN-02,12,0.06,0,2752
d342c460-35b4-b5c6-e975-555807fb3d77,2022-01-01,TX-300,TX,Supplier B,192,11,240,3.7,0.92,HYD-03,21,0.028,845,1148
d342c460-35b4-b5c6-e975-555807fb3d77,2022-01-01,TX-300,TX,Supplier B,192,11,240,3.7,0.92,ELEC-04,9,0.078,110,839
d342c460-35b4-b5c6-e975-555807fb3d77,2022-01-01,TX-300,TX,Supplier B,192,11,240,3.7,0.92,CHS-05,15,0.026,610,1534
fced4ee8-59a3-6f30-2adf-5c42bd87dbd9,2020-05-04,TX-400,IL,Supplier C,316,11,392,2.99,0.16,ENG-01,13,0.079,1570,4606
fced4ee8-59a3-6f30-2adf-5c42bd87dbd9,2020-05-04,TX-400,IL,Supplier C,316,11,392,2.99,0.16,TRN-02,22,0.042,0,2878
fced4ee8-59a3-6f30-2adf-5c42bd87dbd9,2020-05-04,TX-400,IL,Supplier C,316,11,392,2.99,0.16,HYD-03,15,0.052,2104,1193
fced4ee8-59a3-6f30-2adf-5c42bd87dbd9,2020-05-04,TX-400,IL,Supplier C,316,11,392,2.99,0.16,ELEC-04,12,0.057,2703,839
fced4ee8-59a3-6f30-2adf-5c42bd87dbd9,2020-05-04,TX-400,IL,Supplier C,316,11,392,2.99,0.16,CHS-05,15,0.05,1263,1576
8f55ace0-4fa4-f7cb-4f5a-22d525414ba0,2022-10-22,TX-400,NY,Supplier C,271,17,346,3.97,0.32,ENG-01,23,0.079,0,4516
8f55ace0-4fa4-f7cb-4f5a-22d525414ba0,2022-10-22,TX-400,NY,Supplier C,271,17,346,3.97,0.32,TRN-02,9,0.035,1597,2812
8f55ace0-4fa4-f7cb-4f5a-22d525414ba0,2022-10-22,TX-400,NY,Supplier C,271,17,346,3.97,0.32,HYD-03,10,0.048,279,1120
8f55ace0-4fa4-f7cb-4f5a-22d525414ba0,2022-10-22,TX-400,NY,Supplier C,271,17,346,3.97,0.32,ELEC-04,14,0.058,123,851
8f55ace0-4fa4-f7cb-4f5a-22d525414ba0,2022-10-22,TX-400,NY,Supplier C,271,17,346,3.97,0.32,CHS-05,16,0.046,637,1564
3e71cc09-8779-4f62-1f6c-fad486e1fb7d,2020-05-24,TX-400,NY,Supplier B,322,35,424,2.99,0.15,ENG-01,22,0.066,468,4631
3e71cc09-8779-4f62-1f6c-fad486e1fb7d,2020-05-24,TX-400,NY,Supplier B,322,35,424,2.99,0.15,TRN-02,8,0.06,0,2860
3e71cc09-8779-4f62-1f6c-fad486e1fb7d,2020-05-24,TX-400,NY,Supplier B,322,35,424,2.99,0.15,HYD-03,8,0.025,95,1170
3e71cc09-8779-4f62-1f6c-fad486e1fb7d,2020-05-24,TX-400,NY,Supplier B,322,35,424,2.99,0.15,ELEC-04,19,0.054,1439,796
3e71cc09-8779-4f62-1f6c-fad486e1fb7d,2020-05-24,TX-400,NY,Supplier B,322,35,424,2.99,0.15,CHS-05,18,0.041,0,1625
76e5d314-58b0-06bf-8327-3b9e774230bd,2021-09-26,TX-400,TX,Supplier A,349,15,435,3.71,0.63,ENG-01,17,0.054,2100,4465
76e5d314-58b0-06bf-8327-3b9e774230bd,2021-09-26,TX-400,TX,Supplier A,349,15,435,3.71,0.63,TRN-02,10,0.047,4313,2646
76e5d314-58b0-06bf-8327-3b9e774230bd,2021-09-26,TX-400,TX,Supplier A,349,15,435,3.71,0.63,HYD-03,16,0.054,780,1124
76e5d314-58b0-06bf-8327-3b9e774230bd,2021-09-26,TX-400,TX,Supplier A,349,15,435,3.71,0.63,ELEC-04,13,0.048,1704,798
76e5d314-58b0-06bf-8327-3b9e774230bd,2021-09-26,TX-400,TX,Supplier A,349,15,435,3.71,0.63,CHS-05,18,0.041,0,1588
84f04fa8-7172-d766-2df9-8addf5c40823,2021-01-14,TX-100,NY,Supplier D,150,15,195,3.45,0.8,ENG-01,23,0.09,0,4377
84f04fa8-7172-d766-2df9-8addf5c40823,2021-01-14,TX-100,NY,Supplier D,150,15,195,3.45,0.8,TRN-02,13,0.041,327,2632
84f04fa8-7172-d766-2df9-8addf5c40823,2021-01-14,TX-100,NY,Supplier D,150,15,195,3.45,0.8,HYD-03,24,0.027,0,1148
84f04fa8-7172-d766-2df9-8addf5c40823,2021-01-14,TX-100,NY,Supplier D,150,15,195,3.45,0.8,ELEC-04,20,0.073,0,801
84f04fa8-7172-d766-2df9-8addf5c40823,2021-01-14,TX-100,NY,Supplier D,150,15,195,3.45,0.8,CHS-05,23,0.044,1706,1552
f95a918b-3f7d-f8b7-d5b4-114f030ba7eb,2021-02-16,TX-200,CA,Supplier D,280,18,351,3.82,0.95,ENG-01,18,0.055,0,4575
f95a918b-3f7d-f8b7-d5b4-114f030ba7eb,2021-02-16,TX-200,CA,Supplier D,280,18,351,3.82,0.95,TRN-02,12,0.031,0,2491
f95a918b-3f7d-f8b7-d5b4-114f030ba7eb,2021-02-16,TX-200,CA,Supplier D,280,18,351,3.82,0.95,HYD-03,18,0.05,0,1114
f95a918b-3f7d-f8b7-d5b4-114f030ba7eb,2021-02-16,TX-200,CA,Supplier D,280,18,351,3.82,0.95,ELEC-04,25,0.063,0,785
f95a918b-3f7d-f8b7-d5b4-114f030ba7eb,2021-02-16,TX-200,CA,Supplier D,280,18,351,3.82,0.95,CHS-05,16,0.017,0,1547
aa8b04c6-07ba-06c7-f111-2f099a97ff3e,2023-07-02,TX-300,TX,Supplier B,358,20,453,4.02,0.27,ENG-01,22,0.055,1580,4515
aa8b04c6-07ba-06c7-f111-2f099a97ff3e,2023-07-02,TX-300,TX,Supplier B,358,20,453,4.02,0.27,TRN-02,13,0.047,0,2699
aa8b04c6-07ba-06c7-f111-2f099a97ff3e,2023-07-02,TX-300,TX,Supplier B,358,20,453,4.02,0.27,HYD-03,21,0.039,2711,1070
aa8b04c6-07ba-06c7-f111-2f099a97ff3e,2023-07-02,TX-300,TX,Supplier B,358,20,453,4.02,0.27,ELEC-04,11,0.076,2738,829
aa8b04c6-07ba-06c7-f111-2f099a97ff3e,2023-07-02,TX-300,TX,Supplier B,358,20,453,4.02,0.27,CHS-05,19,0.042,0,1480
3f537f12-b141-e9cc-1840-939ca42db66f,2023-11-22,TX-500,IL,Supplier E,228,12,283,4.32,0.19,ENG-01,15,0.054,775,4815
3f537f12-b141-e9cc-1840-939ca42db66f,2023-11-22,TX-500,IL,Supplier E,228,12,283,4.32,0.19,TRN-02,15,0.05,1669,2733
3f537f12-b141-e9cc-1840-939ca42db66f,2023-11-22,TX-500,IL,Supplier E,228,12,283,4.32,0.19,HYD-03,9,0.05,1220,1202
3f537f12-b141-e9cc-1840-939ca42db66f,2023-11-22,TX-500,IL,Supplier E,228,12,283,4.32,0.19,ELEC-04,4,0.051,607,852
3f537f12-b141-e9cc-1840-939ca42db66f,2023-11-22,TX-500,IL,Supplier E,228,12,283,4.32,0.19,CHS-05,8,0.013,1003,1500
492498b8-772e-ffee-c97a-eea5d286621d,2021-07-25,TX-300,CA,Supplier A,317,20,401,3.79,0.49,ENG-01,11,0.053,2049,4590
492498b8-772e-ffee-c97a-eea5d286621d,2021-07-25,TX-300,CA,Supplier A,317,20,401,3.79,0.49,TRN-02,7,0.052,0,2760
492498b8-772e-ffee-c97a-eea5d286621d,2021-07-25,TX-300,CA,Supplier A,317,20,401,3.79,0.49,HYD-03,11,0.032,1649,1170
492498b8-772e-ffee-c97a-eea5d286621d,2021-07-25,TX-300,CA,Supplier A,317,20,401,3.79,0.49,ELEC-04,13,0.078,834,807
492498b8-772e-ffee-c97a-eea5d286621d,2021-07-25,TX-300,CA,Supplier A,317,20,401,3.79,0.49,CHS-05,8,0.023,0,1492
17793d0a-f97a-7600-fe2d-b88e30cc2861,2021-08-18,TX-500,TX,Supplier C,406,35,523,3.77,0.86,ENG-01,16,0.067,2922,4856
17793d0a-f97a-7600-fe2d-b88e30cc2861,2021-08-18,TX-500,TX,Supplier C,406,35,523,3.77,0.86,TRN-02,15,0.044,1741,2831
17793d0a-f97a-7600-fe2d-b88e30cc2861,2021-08-18,TX-500,TX,Supplier C,406,35,523,3.77,0.86,HYD-03,17,0.022,0,1218
17793d0a-f97a-7600-fe2d-b88e30cc2861,2021-08-18,TX-500,TX,Supplier C,406,35,523,3.77,0.86,ELEC-04,18,0.07,261,845
17793d0a-f97a-7600-fe2d-b88e30cc2861,2021-08-18,TX-500,TX,Supplier C,406,35,523,3.77,0.86,CHS-05,18,0.037,906,1532
657d3fad-a9b3-43e1-d487-56519f5a5f79,2021-07-18,TX-400,IL,Supplier E,360,16,448,3.79,0.29,ENG-01,8,0.074,224,4782
657d3fad-a9b3-43e1-d487-56519f5a5f79,2021-07-18,TX-400,IL,Supplier E,360,16,448,3.79,0.29,TRN-02,13,0.055,995,2995
657d3fad-a9b3-43e1-d487-56519f5a5f79,2021-07-18,TX-400,IL,Supplier E,360,16,448,3.79,0.29,HYD-03,13,0.021,0,1205
657d3fad-a9b3-43e1-d487-56519f5a5f79,2021-07-18,TX-400,IL,Supplier E,360,16,448,3.79,0.29,ELEC-04,12,0.079,544,899
657d3fad-a9b3-43e1-d487-56519f5a5f79,2021-07-18,TX-400,IL,Supplier E,360,16,448,3.79,0.29,CHS-05,15,0.014,3112,1680
01b806fd-7f82-5d2c-b79c-b64e0863bc77,2021-05-07,TX-100,CA,Supplier B,303,24,394,3.79,0.84,ENG-01,8,0.075,1186,4615
01b806fd-7f82-5d2c-b79c-b64e0863bc77,2021-05-07,TX-100,CA,Supplier B,303,24,394,3.79,0.84,TRN-02,21,0.069,0,2849
01b806fd-7f82-5d2c-b79c-b64e0863bc77,2021-05-07,TX-100,CA,Supplier B,303,24,394,3.79,0.84,HYD-03,12,0.047,0,1152
01b806fd-7f82-5d2c-b79c-b64e0863bc77,2021-05-07,TX-100,CA,Supplier B,303,24,394,3.79,0.84,ELEC-04,17,0.048,2525,828
01b806fd-7f82-5d2c-b79c-b64e0863bc77,2021-05-07,TX-100,CA,Supplier B,303,24,394,3.79,0.84,CHS-05,9,0.043,0,1559
b27bb203-774e-1b84-a384-e66832ec8ab2,2021-02-24,TX-100,IL,Supplier D,235,10,292,3.82,0.4,ENG-01,19,0.071,0,4544
b27bb203-774e-1b84-a384-e66832ec8ab2,2021-02-24,TX-100,IL,Supplier D,235,10,292,3.82,0.4,TRN-02,17,0.031,0,2654
b27bb203-774e-1b84-a384-e66832ec8ab2,2021-02-24,TX-100,IL,Supplier D,235,10,292,3.82,0.4,HYD-03,19,0.047,1193,1091
b27bb203-774e-1b84-a384-e66832ec8ab2,2021-02-24,TX-100,IL,Supplier D,235,10,292,3.82,0.4,ELEC-04,11,0.073,594,822
b27bb203-774e-1b84-a384-e66832ec8ab2,2021-02-24,TX-100,IL,Supplier D,235,10,292,3.82,0.4,CHS-05,14,0.041,181,1497
ad3017bd-b693-bf47-4446-b388891b5735,2023-06-12,TX-300,TX,Supplier E,337,19,423,4.27,0.05,ENG-01,7,0.063,0,4853
ad3017bd-b693-bf47-4446-b388891b5735,2023-06-12,TX-300,TX,Supplier E,337,19,423,4.27,0.05,TRN-02,2,0.067,2537,2763
ad3017bd-b693-bf47-4446-b388891b5735,2023-06-12,TX-300,TX,Supplier E,337,19,423,4.27,0.05,HYD-03,13,0.056,1257,1102
ad3017bd-b693-bf47-4446-b388891b5735,2023-06-12,TX-300,TX,Supplier E,337,19,423,4.27,0.05,ELEC-04,16,0.041,1552,893
ad3017bd-b693-bf47-4446-b388891b5735,2023-06-12,TX-300,TX,Supplier E,337,19,423,4.27,0.05,CHS-05,8,0.032,2357,1591
c2ff59ad-7970-b9e6-caf5-fc66bdd5b468,2023-11-27,TX-300,TX,Supplier C,253,26,330,4.32,0.44,ENG-01,19,0.069,0,4497
c2ff59ad-7970-b9e6-caf5-fc66bdd5b468,2023-11-27,TX-300,TX,Supplier C,253,26,330,4.32,0.44,TRN-02,14,0.044,452,2673
c2ff59ad-7970-b9e6-caf5-fc66bdd5b468,2023-11-27,TX-300,TX,Supplier C,253,26,330,4.32,0.44,HYD-03,21,0.029,0,1140
c2ff59ad-7970-b9e6-caf5-fc66bdd5b468,2023-11-27,TX-300,TX,Supplier C,253,26,330,4.32,0.44,ELEC-04,22,0.078,1814,859
c2ff59ad-7970-b9e6-caf5-fc66bdd5b468,2023-11-27,TX-300,TX,Supplier C,253,26,330,4.32,0.44,CHS-05,21,0.039,606,1444
48a6dbfb-865e-51cb-87ca-0435f9077bd4,2021-01-01,TX-400,CA,Supplier B,246,18,308,3.45,0.14,ENG-01,15,0.053,1425,4718
48a6dbfb-865e-51cb-87ca-0435f9077bd4,2021-01-01,TX-400,CA,Supplier B,246,18,308,3.45,0.14,TRN-02,18,0.058,792,2677
48a6dbfb-865e-51cb-87ca-0435f9077bd4,2021-01-01,TX-400,CA,Supplier B,246,18,308,3.45,0.14,HYD-03,15,0.041,282,1144
48a6dbfb-865e-51cb-87ca-0435f9077bd4,2021-01-01,TX-400,CA,Supplier B,246,18,308,3.45,0.14,ELEC-04,13,0.042,1355,846
48a6dbfb-865e-51cb-87ca-0435f9077bd4,2021-01-01,TX-400,CA,Supplier B,246,18,308,3.45,0.14,CHS-05,21,0.015,111,1645
969f276d-22d0-3bf5-3591-662e0dade833,2021-03-14,TX-400,CA,Supplier A,277,23,359,3.96,0.57,ENG-01,6,0.081,1340,4842
969f276d-22d0-3bf5-3591-662e0dade833,2021-03-14,TX-400,CA,Supplier A,277,23,359,3.96,0.57,TRN-02,17,0.043,828,2782
969f276d-22d0-3bf5-3591-662e0dade833,2021-03-14,TX-400,CA,Supplier A,277,23,359,3.96,0.57,HYD-03,12,0.043,0,1153
969f276d-22d0-3bf5-3591-662e0dade833,2021-03-14,TX-400,CA,Supplier A,277,23,359,3.96,0.57,ELEC-04,7,0.068,953,845
969f276d-22d0-3bf5-3591-662e0dade833,2021-03-14,TX-400,CA,Supplier A,277,23,359,3.96,0.57,CHS-05,15,0.044,1376,1549
f6c0e7d8-3142-d593-ee03-2e813d119c01,2020-09-30,TX-300,TX,Supplier D,283,39,379,2.91,0.54,ENG-01,18,0.081,563,4233
f6c0e7d8-3142-d593-ee03-2e813d119c01,2020-09-30,TX-300,TX,Supplier D,283,39,379,2.91,0.54,TRN-02,24,0.03,2374,2525
f6c0e7d8-3142-d593-ee03-2e813d119c01,2020-09-30,TX-300,TX,Supplier D,283,39,379,2.91,0.54,HYD-03,13,0.052,1705,1117
f6c0e7d8-3142-d593-ee03-2e813d119c01,2020-09-30,TX-300,TX,Supplier D,283,39,379,2.91,0.54,ELEC-04,11,0.06,148,805
f6c0e7d8-3142-d593-ee03-2e813d119c01,2020-09-30,TX-300,TX,Supplier D,283,39,379,2.91,0.54,CHS-05,21,0.047,264,1468
9de08138-915b-9823-2639-5062ea972434,2021-06-30,TX-100,TX,Supplier E,310,24,400,3.5,0.7,ENG-01,11,0.079,1218,5004
9de08138-915b-9823-2639-5062ea972434,2021-06-30,TX-100,TX,Supplier E,310,24,400,3.5,0.7,TRN-02,6,0.062,222,2891
9de08138-915b-9823-2639-5062ea972434,2021-06-30,TX-100,TX,Supplier E,310,24,400,3.5,0.7,HYD-03,2,0.058,0,1235
9de08138-915b-9823-2639-5062ea972434,2021-06-30,TX-100,TX,Supplier E,310,24,400,3.5,0.7,ELEC-04,13,0.057,1444,884
9de08138-915b-9823-2639-5062ea972434,2021-06-30,TX-100,TX,Supplier E,310,24,400,3.5,0.7,CHS-05,12,0.023,2232,1701
416f90d8-2dab-845b-e460-22b5cd0a2dbf,2021-07-16,TX-500,CA,Supplier D,389,32,500,3.79,0.97,ENG-01,25,0.054,213,4601
416f90d8-2dab-845b-e460-22b5cd0a2dbf,2021-07-16,TX-500,CA,Supplier D,389,32,500,3.79,0.97,TRN-02,11,0.048,769,2780
416f90d8-2dab-845b-e460-22b5cd0a2dbf,2021-07-16,TX-500,CA,Supplier D,389,32,500,3.79,0.97,HYD-03,17,0.03,1314,1147
416f90d8-2dab-845b-e460-22b5cd0a2dbf,2021-07-16,TX-500,CA,Supplier D,389,32,500,3.79,0.97,ELEC-04,23,0.073,2745,806
416f90d8-2dab-845b-e460-22b5cd0a2dbf,2021-07-16,TX-500,CA,Supplier D,389,32,500,3.79,0.97,CHS-05,13,0.046,1838,1526
20dbb0ad-6001-2016-33d2-55733243025d,2020-07-30,TX-500,IL,Supplier D,353,33,456,2.82,0.82,ENG-01,11,0.053,0,4436
20dbb0ad-6001-2016-33d2-55733243025d,2020-07-30,TX-500,IL,Supplier D,353,33,456,2.82,0.82,TRN-02,20,0.032,0,2639
20dbb0ad-6001-2016-33d2-55733243025d,2020-07-30,TX-500,IL,Supplier D,353,33,456,2.82,0.82,HYD-03,16,0.058,914,1147
20dbb0ad-6001-2016-33d2-55733243025d,2020-07-30,TX-500,IL,Supplier D,353,33,456,2.82,0.82,ELEC-04,16,0.05,950,816
20dbb0ad-6001-2016-33d2-55733243025d,2020-07-30,TX-500,IL,Supplier D,353,33,456,2.82,0.82,CHS-05,24,0.031,0,1565
e15f45ee-3210-fc06-10ad-7b028713e627,2022-02-09,TX-500,IL,Supplier B,273,21,347,3.6,0.05,ENG-01,11,0.07,1111,4639
e15f45ee-3210-fc06-10ad-7b028713e627,2022-02-09,TX-500,IL,Supplier B,273,21,347,3.6,0.05,TRN-02,12,0.048,0,2732
e15f45ee-3210-fc06-10ad-7b028713e627,2022-02-09,TX-500,IL,Supplier B,273,21,347,3.6,0.05,HYD-03,21,0.039,0,1153
e15f45ee-3210-fc06-10ad-7b028713e627,2022-02-09,TX-500,IL,Supplier B,273,21,347,3.6,0.05,ELEC-04,8,0.069,182,854
e15f45ee-3210-fc06-10ad-7b028713e627,2022-02-09,TX-500,IL,Supplier B,273,21,347,3.6,0.05,CHS-05,19,0.011,0,1559
f51d8472-05f4-9f62-c280-1bf7d0395757,2022-09-17,TX-300,NY,Supplier E,253,15,316,4.26,0.09,ENG-01,11,0.051,1378,4728
f51d8472-05f4-9f62-c280-1bf7d0395757,2022-09-17,TX-300,NY,Supplier E,253,15,316,4.26,0.09,TRN-02,6,0.047,1667,2878
f51d8472-05f4-9f62-c280-1bf7d0395757,2022-09-17,TX-300,NY,Supplier E,253,15,316,4.26,0.09,HYD-03,2,0.036,1315,1143
f51d8472-05f4-9f62-c280-1bf7d0395757,2022-09-17,TX-300,NY,Supplier E,253,15,316,4.26,0.09,ELEC-04,15,0.06,0,870
f51d8472-05f4-9f62-c280-1bf7d0395757,2022-09-17,TX-300,NY,Supplier E,253,15,316,4.26,0.09,CHS-05,13,0.046,1294,1656
df99f601-0742-5745-8941-3a62e709f75a,2020-06-30,TX-100,IL,Supplier C,321,34,420,2.68,0.42,ENG-01,10,0.072,0,4679
df99f601-0742-5745-8941-3a62e709f75a,2020-06-30,TX-100,IL,Supplier C,321,34,420,2.68,0.42,TRN-02,22,0.031,628,2771
df99f601-0742-5745-8941-3a62e709f75a,2020-06-30,TX-100,IL,Supplier C,321,34,420,2.68,0.42,HYD-03,18,0.041,0,1236
df99f601-0742-5745-8941-3a62e709f75a,2020-06-30,TX-100,IL,Supplier C,321,34,420,2.68,0.42,ELEC-04,22,0.068,1100,857
df99f601-0742-5745-8941-3a62e709f75a,2020-06-30,TX-100,IL,Supplier C,321,34,420,2.68,0.42,CHS-05,15,0.033,0,1630
2d126bc9-bdf4-a05c-cbd3-1152b56f5274,2023-08-15,TX-500,IL,Supplier E,370,17,458,4.06,0.4,ENG-01,11,0.082,0,4694
2d126bc9-bdf4-a05c-cbd3-1152b56f5274,2023-08-15,TX-500,IL,Supplier E,370,17,458,4.06,0.4,TRN-02,16,0.049,0,2825
2d126bc9-bdf4-a05c-cbd3-1152b56f5274,2023-08-15,TX-500,IL,Supplier E,370,17,458,4.06,0.4,HYD-03,7,0.048,2575,1145
2d126bc9-bdf4-a05c-cbd3-1152b56f5274,2023-08-15,TX-500,IL,Supplier E,370,17,458,4.06,0.4,ELEC-04,13,0.041,0,828
2d126bc9-bdf4-a05c-cbd3-1152b56f5274,2023-08-15,TX-500,IL,Supplier E,370,17,458,4.06,0.4,CHS-05,6,0.026,3179,1560
d8073a72-bdd5-0e54-7f93-f3932142323c,2022-12-12,TX-300,CA,Supplier B,253,17,325,4.43,0.5,ENG-01,14,0.07,218,4648
d8073a72-bdd5-0e54-7f93-f3932142323c,2022-12-12,TX-300,CA,Supplier B,253,17,325,4.43,0.5,TRN-02,11,0.06,1121,2802
d8073a72-bdd5-0e54-7f93-f3932142323c,2022-12-12,TX-300,CA,Supplier B,253,17,325,4.43,0.5,HYD-03,19,0.056,532,1061
d8073a72-bdd5-0e54-7f93-f3932142323c,2022-12-12,TX-300,CA,Supplier B,253,17,325,4.43,0.5,ELEC-04,8,0.055,463,819
d8073a72-bdd5-0e54-7f93-f3932142323c,2022-12-12,TX-300,CA,Supplier B,253,17,325,4.43,0.5,CHS-05,16,0.04,0,1485
b771f160-0ec4-4fc1-585b-8e26fa422934,2022-05-17,TX-500,NY,Supplier C,308,28,395,3.99,0.14,ENG-01,16,0.062,0,4556
b771f160-0ec4-4fc1-585b-8e26fa422934,2022-05-17,TX-500,NY,Supplier C,308,28,395,3.99,0.14,TRN-02,13,0.066,0,2965
b771f160-0ec4-4fc1-585b-8e26fa422934,2022-05-17,TX-500,NY,Supplier C,308,28,395,3.99,0.14,HYD-03,11,0.051,0,1150
b771f160-0ec4-4fc1-585b-8e26fa422934,2022-05-17,TX-500,NY,Supplier C,308,28,395,3.99,0.14,ELEC-04,18,0.045,0,871
b771f160-0ec4-4fc1-585b-8e26fa422934,2022-05-17,TX-500,NY,Supplier C,308,28,395,3.99,0.14,CHS-05,9,0.019,0,1570
0326ca20-fbe0-7f3e-5484-03f80ca31333,2022-11-12,TX-500,FL,Supplier C,234,16,295,4.13,0.22,ENG-01,13,0.058,0,4754
0326ca20-fbe0-7f3e-5484-03f80ca31333,2022-11-12,TX-500,FL,Supplier C,234,16,295,4.13,0.22,TRN-02,21,0.037,2044,2751
0326ca20-fbe0-7f3e-5484-03f80ca31333,2022-11-12,TX-500,FL,Supplier C,234,16,295,4.13,0.22,HYD-03,9,0.058,444,1128
0326ca20-fbe0-7f3e-5484-03f80ca31333,2022-11-12,TX-500,FL,Supplier C,234,16,295,4.13,0.22,ELEC-04,15,0.073,3174,834
